,offer date,IPO name,cusip,SPAC IPO ,datadate,scf,src,apdedate,fdate,pdate,acchg,acominc,acox,am,ano,ao,aoloch,aox,ap,at,caps,capx,ch,che,cogs,cshi,csho,cstk,dd,dlc,dn,do,dt,ebit,epspi,fca,gdwl,gp,ib,intan,invt,lct,lt,ni,niadj,np,pi,pnrsho,ppegt,ppent,re,revt,sale,seq,teq,tstk,txt,wcap,naicsh,mkvalt
1127,06/22/2006,"Home Bancshares Inc,Conway,AR",436893200,0,2006-12-31,7.0,5.0,2006-12-31,2007-04-13,2007-01-22,,-4.892,,,,82.662,-4.347,,1607.194,2190.648,194.595,11.409,53.004,68.703,63.247,17.206,17.206,0.172,,203.113,,0.0,,37.077,1.07,0.0,37.527,79.643,15.918,46.985,0.435,,1959.229,15.918,15.559,149.095,23.165,0.0,,57.339,36.652,142.89,142.89,231.419,,0.0,7.247,,522110.0,413.6322
1128,06/27/2006,Nuveen Global Government,67073C104,0,2006-12-31,,,,,,,,,,,,,,,,,,,,,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,06/27/2006,PGT Inc,69336V101,0,2006-12-31,7.0,5.0,2006-12-30,2007-05-02,,0.0,0.106,18.272,5.742,,1.968,-0.748,0.0,1.123,443.994,205.799,26.753,36.981,36.981,219.323,27.078,26.999,0.27,0.0,0.42,165.068,0.0,165.488,28.614,-0.04,,169.648,152.275,-0.969,271.566,11.161,18.227,238.788,-0.969,-0.969,0.0,-0.868,0.0,100.813,78.802,-0.863,371.598,371.598,205.206,205.206,0.0,0.101,73.431,332321.0,341.5374
1130,06/27/2006,Replidyne Inc,76028W107,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-18,,0.0,-0.007,2.079,0.0,,0.111,54.605,0.111,3.223,135.561,188.334,1.214,24.091,125.567,49.064,27.01,26.979,0.027,0.0,0.0,0.0,0.0,0.0,-34.494,-1.23,,0.0,-33.076,-29.249,0.0,0.0,64.133,64.189,-29.249,-29.249,0.0,-29.249,0.0,7.775,3.17,-116.987,15.988,15.988,71.372,,0.002,0.0,68.147,325412.0,154.8595
1131,07/19/2006,"Summit State Bank,CA",866264203,0,2008-12-31,7.0,5.0,2008-12-31,2011-03-24,,,0.054,,,0.0,5.225,0.742,,252.763,364.58,0.0,0.253,3.65,3.65,9.896,4.745,4.745,36.251,,44.42,,0.0,,3.386,0.21,0.0,4.119,10.355,1.009,4.119,0.0,,309.033,1.009,1.005,25.42,1.716,0.0,,7.816,11.428,20.251,20.251,55.547,55.547,0.0,0.707,,522110.0,21.8275
1132,07/24/2006,Nuveen Global Value,6706EH103,0,2006-12-31,,,,,,,,,,,,,,,,,,,,,,18.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,07/27/2006,Crystal River Capital Inc,229393301,0,2007-12-31,7.0,5.0,2007-12-31,2008-04-23,2008-03-11,0.0,-15.481,0.0,,,93.024,-5.196,93.024,1.817,2479.438,562.93,0.0,27.521,96.227,27.541,24.705,24.705,0.025,0.0,1326.985,754.939,0.0,924.672,211.198,-13.86,4.292,0.0,211.198,-345.878,,0.0,,2368.846,-345.878,-345.878,1276.121,-345.878,0.0,0.0,0.0,-452.363,238.739,238.739,110.592,,0.0,0.0,,531190.0,
1134,08/03/2006,Buckeye GP Holdings LP,118167105,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-15,,0.0,0.0,8.07,,,22.311,9.66,13.442,26.65,2212.585,,187.07,20.22,20.22,227.403,28.3,28.3,,0.0,6.037,876.322,0.0,1020.449,165.473,0.31,,234.603,234.357,8.734,244.185,14.286,102.461,1199.443,8.734,8.734,0.0,111.8,0.0,1888.017,1738.199,,461.76,461.76,240.617,,0.0,0.0,29.439,486910.0,463.554
1135,08/03/2006,Osiris Therapeutics Inc,68827R108,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-09,,0.0,0.0,0.966,0.0,,1.591,-5.796,1.024,8.339,49.168,198.763,1.696,0.714,39.181,43.9,27.321,27.321,0.027,0.0,1.178,0.0,0.0,27.073,-35.974,-1.65,,0.0,-34.428,-44.959,0.0,1.892,10.469,37.881,-44.959,-44.959,0.0,-44.959,0.0,22.72,3.942,-187.503,9.472,9.472,11.287,11.287,0.0,0.0,33.166,325414.0,691.7677
1136,08/07/2006,Aircastle Ltd,G0129K104,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-02,2007-03-15,0.0,9.909,0.0,0.0,,33.686,24.14,33.686,31.252,1918.703,630.154,883.426,58.118,164.187,29.454,51.621,51.621,0.516,0.0,186.074,0.0,3.399,992.06,93.997,1.02,,0.0,150.626,47.807,0.0,0.0,,1281.506,51.206,51.206,83.694,52.767,0.0,1663.033,1591.861,6.527,180.08,180.08,637.197,637.197,0.0,4.96,,532411.0,1522.8195
1137,08/08/2006,Qimonda AG,746904101,0,2006-09-30,7.0,8.0,2006-09-30,2006-12-13,2006-11-27,0.0,-170.0,71.0,,,242.0,-103.0,241.0,903.0,7436.0,3929.0,870.0,1182.0,1357.0,2975.0,342.0,342.0,868.0,0.0,436.0,34.0,0.0,192.0,155.0,0.3,-3.0,91.0,1865.0,94.0,181.0,789.0,1876.0,2425.0,94.0,94.0,436.0,246.0,0.0,6982.0,2639.0,114.0,4840.0,4840.0,4911.0,,0.0,144.0,1685.0,334413.0,
1138,08/10/2006,Evercore Partners Inc,29977A105,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-30,,0.0,0.063,0.99,2.654,,4.316,-15.983,4.316,8.948,301.503,108.564,2.184,65.42,149.533,109.965,6.36,6.36,0.064,0.0,87.267,0.0,0.0,0.226,102.632,14.07,,37.966,106.532,69.737,61.046,4.216,151.907,152.108,69.737,69.737,87.135,94.132,0.0,8.726,4.373,3.849,216.497,216.497,112.477,112.477,0.0,8.398,63.852,523999.0,234.366
1139,08/15/2006,InnerWorkings Inc,45773Y105,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-22,2007-02-22,0.0,-0.02,1.644,0.389,,4.774,2.356,4.774,24.016,113.51,120.433,1.382,20.613,30.593,123.969,52.148,44.014,0.0,0.0,0.074,0.0,0.0,0.296,12.841,0.16,,9.739,36.546,8.281,16.27,2.08,31.833,32.055,8.281,6.872,0.0,13.616,0.0,3.739,2.802,1.022,160.515,160.515,81.455,81.455,40.0,5.335,57.706,424920.0,702.4634
1140,09/20/2006,Kayne Anderson Energy Dvpt,48660Q102,0,2006-11-30,,5.0,2006-11-30,,,,7.824,0.0,,,0.101,,0.101,0.571,243.604,233.216,,0.0,135.134,,10.0,10.0,0.01,0.0,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,,1.69,,,0.0,,0.0,0.0,0.0,8.688,,,241.914,,0.0,,,523999.0,223.2
1141,09/21/2006,DivX Inc,255413106,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-19,2007-02-09,0.0,-0.072,1.552,0.0,,2.077,-0.435,2.077,2.189,164.386,153.902,1.586,86.31,148.911,2.339,33.032,33.032,0.033,0.0,0.414,0.015,0.0,0.502,14.013,0.33,,0.0,56.986,16.44,0.0,0.0,11.802,13.475,16.44,10.736,0.0,17.002,0.0,7.743,3.488,-3.024,59.325,59.325,150.911,,0.0,0.562,147.019,541512.0,762.0482
1142,09/25/2006,Mindray Medical International,602675100,0,2006-12-31,7.0,5.0,2006-12-31,2007-08-15,,0.0,-2.43,2.82,0.017,,0.894,10.153,0.894,10.169,327.664,247.939,9.276,219.064,220.77,83.152,103.728,103.728,0.014,0.0,6.487,0.0,0.0,0.0,50.061,0.53,,15.654,110.974,46.358,35.129,15.642,45.154,47.949,46.358,46.358,6.487,50.268,0.0,35.708,23.959,31.761,194.126,194.126,279.714,279.714,0.0,3.083,209.0,334510.0,
1143,09/26/2006,BlackRock Real Asset Equity Tr,09254B109,0,2006-12-31,,,,,,,,,,,,,,,,,,,,,,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,09/27/2006,ICF International Inc,44925C103,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-28,2007-03-21,0.0,0.227,2.494,1.5,,5.188,9.926,4.688,19.455,215.827,98.433,1.681,2.997,2.997,217.747,13.933,13.875,0.014,0.0,0.0,0.0,0.0,0.0,29.94,1.15,,83.833,113.532,11.867,86.553,0.0,96.347,101.88,11.867,11.867,0.0,20.077,0.0,18.792,5.388,15.928,331.279,331.279,113.947,113.947,0.428,8.21,22.351,541611.0,201.465
1145,09/28/2006,Bare Escentuals Inc,067511105,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-09,,0.0,0.0,12.075,0.0,,2.924,4.064,1.867,25.357,155.835,378.063,13.617,20.875,20.875,112.439,89.316,89.316,0.089,0.0,17.624,0.0,0.0,339.263,138.911,0.57,,2.852,282.086,50.198,6.085,62.006,59.377,384.357,50.198,50.198,0.0,84.905,0.0,26.281,21.111,-606.674,394.525,394.525,-228.522,,0.0,34.707,66.338,325620.0,2775.0481
1146,09/28/2006,Morgan Stanley China A Share,617468103,0,2007-12-31,,,,,,,,,,,,,,,,,,,,,,13.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,09/29/2006,Omni Financial Services Inc,68214U102,0,2006-12-31,7.0,5.0,2006-12-31,2007-04-16,2007-01-30,,-0.765,,,,16.513,-3.996,,544.67,702.764,54.567,3.035,5.874,22.535,26.253,11.349,11.332,11.349,,0.0,,0.0,,,1.11,0.0,4.754,26.756,9.306,5.792,13.013,,630.417,9.306,9.306,0.0,8.384,0.0,,10.707,6.531,53.009,53.009,72.347,,0.1,-0.922,,522110.0,118.0794
1148,09/29/2006,Shutterfly Inc,82568P304,0,2006-12-31,7.0,5.0,2006-12-31,2007-04-19,2007-02-12,0.0,-0.035,4.889,0.222,,19.248,3.333,19.248,9.385,180.16,181.699,20.681,119.051,119.051,44.744,23.705,23.705,0.002,0.0,1.961,0.0,0.0,3.703,8.542,0.25,,0.0,78.609,5.798,1.396,2.493,26.432,28.834,5.798,5.798,0.0,9.74,0.0,56.922,30.919,-30.375,123.353,123.353,151.326,151.326,0.0,3.942,102.165,812921.0,341.352
1149,10/12/2006,EHealth Inc,28238P109,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-01,2007-02-16,0.0,0.051,3.787,,,5.37,-0.725,5.37,1.44,104.928,159.322,2.248,90.316,90.474,51.794,21.749,21.749,0.022,0.0,0.221,0.0,0.0,0.221,7.99,1.03,,0.0,9.516,16.477,0.248,0.0,8.871,9.188,16.477,16.477,0.0,9.316,0.0,8.359,3.936,-63.604,61.31,61.31,95.74,95.74,0.0,-7.161,86.503,524210.0,437.3724
1150,10/12/2006,Ultrapetrol(Bahamas)Ltd,P94398107,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-07,,0.0,0.089,0.0,0.59,,18.722,-2.322,9.049,13.491,426.379,173.826,52.699,20.648,20.648,105.44,28.347,28.347,0.283,0.0,4.7,180.0,0.0,218.994,33.1,0.38,,5.015,68.026,10.526,8.763,3.02,22.771,243.859,10.526,10.526,0.0,14.646,0.0,454.51,333.191,5.32,173.466,173.466,179.429,,0.0,2.201,31.999,483211.0,373.6135
1151,10/17/2006,First Mercury Financial Corp,320841109,0,2006-12-31,7.0,5.0,2006-12-31,2007-04-24,2007-02-26,0.0,-0.761,0.0,1.27,,40.14,112.869,11.311,9.343,512.933,153.6,1.202,14.335,56.093,80.901,17.423,17.331,0.174,0.0,0.0,0.0,0.0,46.394,50.198,1.26,,0.0,56.591,21.869,37.878,0.0,,340.195,21.869,21.869,0.0,33.623,0.0,9.11,4.219,19.562,137.492,137.492,172.738,,0.598,11.754,,524126.0,
1152,10/17/2006,Stanley Inc,854532108,0,2007-03-31,7.0,5.0,2007-03-31,2007-07-16,,0.0,-0.161,1.631,3.2,,4.177,4.684,4.177,24.476,237.975,75.749,3.865,12.736,12.736,348.71,21.888,21.888,0.219,0.0,1.0,36.75,0.0,37.75,24.577,0.61,,88.249,60.701,10.705,97.666,0.0,63.477,103.823,10.705,10.705,0.0,18.181,0.0,15.937,11.736,58.184,409.411,409.411,134.152,,0.0,7.476,60.919,541512.0,341.4528
1153,10/17/2006,Trubion Pharmaceuticals Inc,89778N102,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-15,,0.0,0.021,0.0,0.0,,0.113,-8.759,0.113,1.537,121.394,116.211,7.97,56.414,105.801,41.248,17.554,17.554,0.018,0.0,1.025,0.0,0.0,7.733,-6.252,-0.23,,0.0,-4.718,-3.929,0.0,0.0,17.759,48.74,-3.929,-3.929,0.0,-3.929,0.0,13.712,10.334,-43.575,36.53,36.53,72.654,,0.0,0.0,93.188,325414.0,316.1475
1154,10/18/2006,Ivivi Technologies Inc,46589F108,0,2007-03-31,7.0,5.0,2007-03-31,2007-08-17,2007-06-29,0.0,0.0,0.0,,,0.072,0.356,0.0,1.043,9.303,10.577,0.034,8.311,8.311,0.18,9.557,9.557,20.922,0.0,0.0,0.0,0.0,0.0,-6.087,-0.83,,0.0,1.002,-7.779,0.198,0.237,1.043,1.516,-7.779,-7.779,0.0,-7.779,0.0,1.196,0.106,-23.712,1.182,1.182,7.787,,0.0,0.0,7.884,334510.0,39.6616
1155,10/19/2006,ExlService Holdings Inc,302081104,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-23,2007-03-07,0.0,0.11,6.893,1.18,,2.721,0.719,2.721,3.162,165.609,98.429,10.394,85.366,86.459,73.837,28.262,28.113,0.028,0.0,0.165,0.0,0.0,0.393,15.072,0.51,-0.288,16.652,47.932,14.058,18.622,0.0,37.699,38.413,14.058,14.058,0.0,16.113,0.0,39.59,21.545,28.775,121.769,121.769,127.196,127.196,0.036,2.055,85.022,518210.0,591.4975
1156,10/19/2006,LeMaitre Vascular Inc,525558201,0,2006-12-31,7.0,5.0,2006-12-31,2007-06-01,,0.0,0.073,0.396,0.2,,0.15,0.249,0.15,0.818,56.963,60.504,0.969,15.391,30.808,8.059,15.332,15.318,0.153,0.0,0.032,0.0,0.0,0.032,-0.328,-0.08,0.228,8.853,26.569,-1.172,10.783,6.081,5.378,6.264,-1.172,-1.172,0.0,-0.52,0.0,5.886,2.389,-9.873,34.628,34.628,50.699,50.699,0.085,0.652,38.263,339112.0,91.908
1157,10/23/2006,Douglas Emmett Inc,25960P109,0,2007-12-31,7.0,5.0,2007-12-31,2008-03-08,,0.0,-101.163,0.0,,,92.892,5.348,87.905,43.449,6189.968,2019.716,0.0,5.843,12.691,376.988,109.834,109.834,1.098,0.0,0.0,2900.0,0.0,3105.677,141.927,-0.12,,0.0,141.927,-13.008,26.301,0.0,,3566.365,-13.008,-13.008,0.0,-18.689,0.0,,,-190.975,518.915,518.915,1829.839,1829.839,0.0,0.0,,531120.0,2483.3467
1158,10/24/2006,Cadence Pharmaceuticals Inc,12738T100,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-18,2007-03-30,0.0,0.064,1.168,0.0,,1.769,7.974,1.769,2.074,93.322,138.058,2.509,86.826,86.826,0.0,29.093,29.093,0.003,0.0,2.338,0.0,0.0,7.001,-53.583,-1.86,,0.0,0.0,-52.173,0.0,0.0,11.79,17.913,-52.173,-52.173,0.0,-52.173,0.0,3.786,3.559,-62.652,0.0,0.0,75.409,75.409,0.0,0.0,76.204,325414.0,358.4258
1159,10/25/2006,Achillion Pharmaceuticals Inc,00448Q201,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-20,,0.0,0.018,0.0,0.0,,0.316,1.334,0.257,2.633,67.146,170.65,0.436,22.662,62.566,26.844,15.535,15.535,0.016,0.0,3.572,0.0,0.0,8.899,-24.314,-1.62,,0.0,-23.552,-24.086,0.0,0.0,11.674,19.776,-24.086,-24.086,0.0,-24.135,0.0,8.036,1.966,-123.296,3.292,3.292,47.37,47.37,0.0,-0.049,53.19,325414.0,250.2689
1160,10/26/2006,Optium Corp,68402T107,0,2007-07-31,7.0,5.0,2007-07-28,2007-10-29,2007-09-20,0.0,1.839,6.015,0.017,,9.051,-3.553,9.051,20.222,168.101,190.194,5.859,25.359,61.445,88.676,26.925,25.431,0.003,,0.046,,0.0,0.063,5.931,0.44,,37.923,36.802,11.254,39.929,20.684,25.016,25.222,11.254,11.254,0.0,-1.092,0.0,23.562,9.124,-44.556,125.478,125.478,142.879,,2.762,-12.346,84.981,334220.0,187.9351
1161,10/31/2006,RRSat Global Communications,M8183P102,0,2006-12-31,7.0,5.0,2006-12-31,,,0.0,0.0,0.991,0.0,,1.644,2.937,0.645,4.488,79.133,51.28,5.903,51.393,52.847,25.177,17.242,17.242,0.04,0.0,0.0,0.0,0.0,0.0,10.414,0.53,,0.0,18.107,7.305,0.0,0.0,10.762,15.788,7.305,7.305,0.0,10.485,0.0,20.568,12.452,12.025,43.284,43.284,63.345,,0.0,3.18,54.275,517410.0,224.0425
1162,11/01/2006,GLOBALSTAR INC,378973408,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-30,,0.0,-1.166,4.007,0.0,,78.427,6.433,78.427,11.468,331.701,238.919,107.544,43.698,43.698,68.487,72.545,72.545,0.007,0.0,0.285,0.417,0.0,0.702,17.606,0.29,-4.0,0.0,68.184,23.623,0.0,49.304,59.716,66.055,23.623,23.623,0.0,9.552,0.0,154.703,136.722,21.771,136.671,136.671,265.646,265.646,0.0,-14.071,56.836,517410.0,1009.101
1163,11/02/2006,ORBCOMM Inc,68555P100,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-16,2007-03-19,0.0,-0.395,1.531,0.948,,0.299,1.951,0.299,3.438,148.093,188.917,22.357,62.139,100.989,18.433,36.924,36.924,0.037,0.0,0.0,0.879,0.0,0.879,-13.831,-1.03,,0.0,6.087,-11.215,7.058,3.528,10.436,19.381,-11.215,-29.646,0.0,-11.215,0.0,36.451,29.131,-60.242,24.52,24.52,128.712,128.712,0.0,0.0,100.797,517410.0,325.6697
1164,11/07/2006,Catalyst Pharmaceutical,14888U101,0,2006-12-31,7.0,5.0,2006-12-31,2007-06-22,,0.0,0.0,0.0,0.0,,0.011,-0.065,0.011,0.448,20.619,25.593,0.021,20.435,20.435,0.0,12.517,12.517,0.013,0.0,0.0,0.0,0.0,0.0,-2.902,-0.22,,0.0,0.0,-2.729,0.0,0.0,0.772,0.772,-2.729,-2.729,0.0,-2.729,0.0,0.027,0.02,-5.759,0.0,0.0,19.847,19.847,0.0,0.0,19.816,325412.0,60.4571
1165,11/08/2006,Canadian Solar Inc,136635109,0,2006-12-31,7.0,5.0,2006-12-31,2007-07-11,2007-03-16,0.0,1.05,2.398,,,3.678,-10.555,3.678,6.874,129.634,17.334,7.114,40.911,41.736,55.666,27.27,27.27,97.302,0.0,3.311,0.0,0.0,0.0,1.111,-0.47,-0.481,0.0,12.546,-9.43,1.103,39.7,15.855,16.73,-9.43,-9.43,3.311,-8.998,0.0,8.295,7.91,-1.732,68.212,68.212,112.904,112.904,0.0,0.432,101.088,334413.0,285.7896
1166,11/08/2006,One Beacon Insurance Group,G67742109,0,2006-12-31,7.0,5.0,2006-12-31,2007-03-28,2007-02-02,0.0,186.9,0.0,0.0,,1181.6,-381.1,959.6,83.4,9869.4,1114.9,8.0,41.5,572.6,2046.6,100.013,100.013,1.0,0.0,2.0,757.5,1.2,1021.8,377.8,2.47,,0.0,393.1,245.5,0.0,0.0,,8092.2,246.7,246.7,0.0,314.4,0.0,,,661.3,2439.7,2439.7,1777.2,1777.2,0.0,68.9,,524126.0,
1167,11/08/2006,Physicians Formula Holdings,719427106,0,2006-12-31,7.0,5.0,2006-12-31,2007-04-30,2007-03-13,0.0,0.0,6.914,1.765,,0.968,4.478,0.835,12.67,134.314,57.047,1.044,0.026,0.026,39.379,13.843,13.843,0.138,0.0,9.585,0.0,0.0,15.0,8.541,0.04,,17.463,56.026,0.606,73.774,23.472,37.467,72.742,0.606,0.606,7.522,0.677,0.0,4.868,2.506,4.387,95.405,95.405,61.572,,0.0,0.071,19.599,325620.0,258.7257
1168,11/09/2006,Capella Education Co,139594105,0,2006-12-31,7.0,5.0,2006-12-31,2007-04-04,2007-02-16,0.0,-0.007,5.503,0.0,,0.0,-1.736,0.0,5.113,129.314,156.513,15.354,22.491,87.661,75.432,16.002,16.002,0.16,0.0,0.005,0.0,0.0,0.012,17.843,0.89,,0.0,104.449,13.411,0.0,0.0,31.418,35.569,13.411,13.411,0.0,22.315,0.0,53.436,28.749,-62.928,179.881,179.881,93.745,93.745,0.0,8.904,69.147,611310.0,388.0485
1169,11/14/2006,Emergent BioSolutions Inc,29089Q105,0,2006-12-31,7.0,8.0,2006-12-31,2007-05-14,2007-03-28,0.0,-0.473,1.998,0.0,,12.744,16.087,12.744,27.366,238.255,90.92,41.228,76.418,76.418,19.41,27.596,27.596,0.028,0.0,11.403,0.017,0.0,33.841,38.505,0.83,,0.0,133.322,22.793,0.0,24.721,64.347,99.783,22.793,22.793,8.93,38.015,0.0,91.71,78.174,47.524,152.732,152.732,138.472,138.472,0.0,15.222,82.99,325414.0,307.9714
1170,11/15/2006,"KBR, Inc.",48242W106,0,2006-12-31,7.0,37.0,2006-12-31,2007-04-02,,0.0,-291.0,392.0,3.0,,384.0,410.0,384.0,1276.0,5407.0,2051.0,57.0,1461.0,1461.0,9238.0,167.643,167.643,0.0,0.0,18.0,0.0,87.0,20.0,238.0,1.0,-16.0,289.0,388.0,81.0,344.0,0.0,2983.0,3585.0,168.0,168.0,0.0,220.0,0.0,852.0,492.0,-264.0,9626.0,9626.0,1787.0,1787.0,0.0,129.0,915.0,237110.0,4385.5409
1171,11/16/2006,First Solar Inc,336433107,0,2006-12-31,7.0,5.0,2006-12-30,2007-04-13,2007-02-13,0.0,1.022,8.116,0.021,,10.872,-6.547,10.872,14.001,578.51,555.749,153.15,308.092,308.415,70.52,72.332,72.332,0.072,0.0,19.65,0.0,0.0,64.358,2.81,0.06,5.544,0.0,64.454,3.974,0.248,16.51,52.073,116.844,3.974,3.974,16.339,9.18,0.0,197.748,178.868,-144.381,134.974,134.974,461.666,461.666,0.0,5.206,336.449,334413.0,2158.3869
1172,11/16/2006,NYMEX Holdings Inc,62948N104,0,2006-12-31,7.0,5.0,2006-12-31,2007-03-20,2007-02-01,0.0,-0.784,4.541,0.219,,14.937,75.225,14.937,31.906,3623.931,796.585,11.417,18.631,3068.576,285.079,94.45,89.679,0.944,0.0,2550.129,80.281,0.0,83.098,294.094,1.76,,26.329,355.233,154.801,307.125,0.0,2632.909,2849.009,154.801,154.801,2547.312,278.919,0.0,257.747,183.193,-22.607,640.312,640.312,774.922,,0.0,124.118,485.767,523210.0,
1173,11/20/2006,Cohen & Steers Closed-End,19248P106,0,2006-12-31,,,,,,,,,,,,,,,,,,,,,,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,11/21/2006,AerCap Holdings,N00985106,0,2006-12-31,7.0,5.0,2006-12-31,2007-08-09,2007-03-01,0.0,0.0,0.0,10.132,,175.977,121.967,119.349,6.958,3922.992,591.553,973.205,131.201,243.478,282.771,85.037,85.037,0.699,0.0,390.945,0.0,0.0,2555.139,214.934,1.03,,6.776,476.631,87.996,41.005,82.811,,3161.144,87.996,87.996,0.0,103.732,0.0,3297.804,3145.846,137.659,759.402,759.402,729.911,729.911,0.0,16.324,,532411.0,1971.1577
1175,11/21/2006,Spirit Aerosystems Holdings,848574109,0,2006-12-31,7.0,5.0,2006-12-31,2007-04-05,2007-02-08,0.0,72.5,68.3,,,289.6,395.0,274.8,339.1,2722.2,858.7,343.2,184.3,184.3,2559.6,134.697,134.697,1.3,0.0,23.9,0.0,0.0,618.2,301.4,0.13,,6.0,648.1,16.8,46.8,882.2,569.7,1863.2,16.8,16.8,0.0,-71.5,0.0,855.0,773.8,-1.0,3207.7,3207.7,859.0,859.0,0.0,-88.3,850.8,336413.0,4508.3086
1176,11/21/2006,Willdan Group,96924N100,0,2006-12-31,7.0,5.0,2006-12-29,2007-06-18,,0.0,0.0,1.858,0.0,,0.599,-0.499,0.599,1.27,57.108,32.552,2.822,20.633,20.633,30.266,7.148,7.148,0.071,0.0,1.495,0.046,0.0,1.632,5.995,0.94,,2.911,48.073,6.289,2.911,7.96,22.936,24.275,6.289,6.289,0.257,8.741,0.0,11.047,4.372,0.21,78.339,78.339,32.833,32.833,0.0,2.452,26.29,541330.0,71.48
1177,11/27/2006,Eaton Vance Tax-Managed,27828N102,0,2006-12-31,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,11/29/2006,Gp Aeroportuario del Centro No,400501102,0,2006-12-31,7.0,5.0,2006-12-31,2007-08-16,,0.0,-1.059,7.817,12.816,,1.437,-14.423,1.437,9.312,791.931,0.098,39.287,149.303,149.303,47.448,50.0,50.0,554.829,0.0,0.0,0.0,0.0,0.0,52.172,0.85,1.111,0.0,103.131,41.876,436.433,0.0,16.442,79.604,41.876,41.876,0.0,59.413,0.0,207.229,162.791,157.4,150.579,150.579,712.327,,0.0,17.537,174.828,488111.0,
1179,11/30/2006,Netlist,64118P109,0,2006-12-31,7.0,5.0,2006-12-30,2007-03-28,2007-02-02,0.0,0.0,2.042,0.0,,0.902,6.259,0.902,11.68,87.694,66.556,2.5,30.975,36.242,128.209,19.544,19.544,0.02,0.0,20.271,1.461,0.0,2.263,9.761,0.26,,0.0,23.239,5.068,0.0,19.473,35.876,37.45,5.068,5.068,19.238,7.912,0.0,7.133,3.83,-16.332,151.448,151.448,50.244,50.244,0.0,2.844,45.584,334413.0,189.9677
1180,12/07/2006,Smart Move Inc,831920103,0,2006-12-31,7.0,5.0,2006-12-31,2007-06-11,,0.0,0.0,0.0,0.0,,0.089,-0.087,0.059,0.798,24.591,17.065,5.789,14.236,14.236,4.828,10.171,10.171,0.001,0.0,0.378,0.0,0.0,5.113,-7.947,-1.3,,0.0,-0.643,-9.87,0.0,0.368,1.726,8.626,-9.87,-9.87,0.0,-10.103,0.0,11.333,9.662,-1.101,4.185,4.185,15.965,,0.0,-0.233,13.114,484110.0,48.1088
1181,12/08/2006,Allegiant Travel Company,01748X102,0,2006-12-31,7.0,5.0,2006-12-31,2007-06-28,,0.0,0.004,4.7,0.0,,5.856,2.288,5.856,17.409,305.726,134.359,27.833,130.273,144.72,185.961,19.796,19.796,0.02,0.0,14.888,36.737,0.0,72.765,22.553,0.63,,0.0,57.389,8.74,0.0,3.747,87.822,152.255,8.74,8.74,0.0,15.816,0.0,150.047,131.214,19.092,243.35,243.35,153.471,153.471,0.0,7.076,80.834,481111.0,555.4758
1182,12/13/2006,IPG Photonics,44980X109,0,2006-12-31,7.0,5.0,2006-12-31,2007-07-24,,0.0,7.883,16.257,0.0,,8.9,5.926,8.9,7.64,232.492,271.099,20.442,75.667,75.667,70.826,42.902,42.902,0.004,0.0,10.902,,0.0,38.367,36.006,0.22,,0.0,72.399,29.233,0.0,42.162,40.771,71.071,29.233,7.878,2.603,28.119,0.0,117.849,67.153,-112.509,143.225,143.225,158.594,158.594,0.0,-2.995,115.668,334413.0,1029.648
1183,12/13/2006,MEDecision,58406P102,0,2006-12-31,7.0,5.0,2006-12-31,2007-05-17,2007-03-09,0.0,0.0,0.068,0.0,,4.317,0.472,4.224,2.554,41.38,0.0,1.136,17.408,17.408,15.169,14.886,14.886,104.099,0.0,2.161,0.0,0.0,4.405,-2.059,-1.19,,0.0,29.04,-17.817,0.0,0.0,17.287,22.915,-17.817,-17.817,0.313,-11.14,0.0,12.595,8.479,-85.634,44.209,44.209,18.465,,0.0,6.677,11.297,541512.0,148.86
