,datadate,cusip,scf,src,apdedate,fdate,pdate,acchg,acominc,acox,am,ano,ao,aoloch,aox,ap,at,caps,capx,ch,che,cogs,cshi,csho,cstk,dd,dlc,dn,do,dt,ebit,ebitda,epspi,fca,gdwl,gp,ib,intan,invt,lct,lt,ni,niadj,np,pi,pnrsho,ppegt,ppent,re,revt,sale,seq,teq,tstk,txt,wcap,naicsh,mkvalt,Seq. No.,Code,Industry
13365,2004-12-31,6706EP105,,,,,,,,,,,,,,,,,,,,,,20.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
14811,2004-12-31,6706ER101,,,,,,,,,,,,,,,,,,,,,,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
15976,2005-12-31,6706ET107,,,,,,,,,,,,,,,,,,,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
15562,2005-07-31,6706EV102,,,,,,,,,,,,,,,,,,,,,,13.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
16806,2005-12-31,6706EW100,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
4165,2000-10-31,6706K4105,,,,,,,,,,,,,,,,,,,,,,43.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
4258,2000-08-31,6706L0102,,,,,,,,,,,,,,,,,,,,,,5.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
21073,2009-12-31,670702109,,,,,,,,,,,,,,,,,,,,,,1.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24242,2004-12-31,670704105,7.0,5.0,2004-12-31,,,0.0,-0.043,0.826,0.0,,0.029,-0.398,0.029,1.598,80.752,149.882,6.139,8.56,59.153,7.93,23.951,23.951,0.024,0.0,0.005,0.0,0.0,0.018,-14.64,-12.342,-0.91,,0.0,30.473,-14.21,0.0,5.249,9.342,9.355,-14.21,-14.21,0.0,-14.21,0.0,14.183,8.725,-78.509,38.403,38.403,71.397,71.397,0.0,0.0,62.656,339112.0,245.4978,878.0,339112.0,Surgical and Medical Instrument Manufacturing 
21101,2009-12-31,670706100,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10379,2001-09-30,67070A101,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10389,2002-07-31,67070C107,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10399,2001-06-30,67070E103,,,,,,,,,,,,,,,,,,,,,,3.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10406,2001-10-31,67070F100,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10778,2002-07-31,67070R104,,,,,,,,,,,,,,,,,,,,,,2.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10788,2003-05-31,67070T100,,,,,,,,,,,,,,,,,,,,,,1.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10800,2003-05-31,67070V105,,,,,,,,,,,,,,,,,,,,,,3.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10812,2002-07-31,67070W103,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10822,2002-10-31,67070X101,,,,,,,,,,,,,,,,,,,,,,40.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10838,2002-08-31,67070Y109,,,,,,,,,,,,,,,,,,,,,,24.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10945,2002-10-31,67071B108,,,,,,,,,,,,,,,,,,,,,,28.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10954,2002-05-31,67071C106,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
10964,2002-05-31,67071D104,,,,,,,,,,,,,,,,,,,,,,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11258,2002-10-31,67071L106,,,,,,,,,,,,,,,,,,,,,,28.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11271,2003-08-31,67071M104,,,,,,,,,,,,,,,,,,,,,,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11287,2003-09-30,67071N102,,,,,,,,,,,,,,,,,,,,,,7.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11303,2003-07-31,67071P107,,,,,,,,,,,,,,,,,,,,,,2.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11316,2003-05-31,67071R103,,,,,,,,,,,,,,,,,,,,,,2.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11610,2003-07-31,67071S101,,,,,,,,,,,,,,,,,,,,,,28.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11329,2003-06-30,67071T109,,,,,,,,,,,,,,,,,,,,,,4.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11373,2002-07-31,67071V104,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11342,2003-06-30,67071W102,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11956,2003-05-31,67071Y108,,,,,,,,,,,,,,,,,,,,,,4.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11969,2003-05-31,67072A109,,,,,,,,,,,,,,,,,,,,,,5.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11982,2003-05-31,67072B107,,,,,,,,,,,,,,,,,,,,,,4.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11901,2003-07-31,67072C105,,,,,,,,,,,,,,,,,,,,,,119.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
11995,2003-05-31,67072D103,,,,,,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
12008,2003-07-31,67072E101,,,,,,,,,,,,,,,,,,,,,,3.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
12257,2003-05-31,67072F108,,,,,,,,,,,,,,,,,,,,,,2.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
6444,2000-12-31,67072M301,7.0,5.0,,,,0.0,,0.682,0.028,,3.196,8.253,3.196,1.979,21.288,80.27,8.269,2.699,2.699,7.305,13.722,13.722,0.014,0.0,2.379,0.0,0.0,7.101,-22.729,-19.634,-1.65,,0.0,8.299,-22.253,,0.0,8.204,12.926,-22.253,-22.253,0.0,-22.253,,21.359,12.465,-71.922,15.604,15.604,8.362,,0.0,0.0,-2.577,325414.0,197.2538,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
13926,2005-07-31,67072T108,,,,,,,,,,,,,,,,,,,,,,10.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
16389,2005-12-31,67072V103,7.0,5.0,2005-12-31,,,0.0,-0.072,0.523,0.0,,0.447,-0.483,0.447,3.028,76.431,151.416,1.198,61.223,61.223,8.551,21.177,21.177,0.021,0.0,1.513,0.0,0.0,3.146,-24.36,-23.326,-4.31,,0.0,-2.557,-24.48,0.0,5.956,6.97,9.077,-24.48,-24.48,0.0,-24.48,0.0,9.421,6.914,-84.083,5.994,5.994,67.354,67.354,0.0,0.0,62.1,334510.0,253.2769,765.0,334510.0,Electromedical and Electrotherapeutic Apparatus Manufacturing 
12478,2003-07-31,67072W101,,,,,,,,,,,,,,,,,,,,,,22.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
21570,2009-12-31,670735109,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12671,2003-07-31,67073B106,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
17909,2006-12-31,67073C104,,,,,,,,,,,,,,,,,,,,,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12903,2003-07-31,67073D102,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19701,2007-12-31,67073G105,,,,,,,,,,,,,,,,,,,,,,14.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21965,2010-12-31,67074C103,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21129,2009-12-31,67074K105,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21371,2009-12-31,67074M101,,,,,,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22455,2010-12-31,67074P104,,,,,,,,,,,,,,,,,,,,,,9.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22647,2010-12-31,67074Q102,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21801,2010-12-31,67074R100,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23024,2011-12-31,67074U103,,,,,,,,,,,,,,,,,,,,,,22.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,2013-12-31,67075B104,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,2014-12-31,67075E108,,,,,,,,,,,,,,,,,,,,,,12.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15729,2005-12-31,67075F105,,,,,,,,,,,,,,,,,,,,,,11.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
3121,2014-12-31,67075G103,,,,,,,,,,,,,,,,,,,,,,32.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,2016-12-31,67075N108,7.0,5.0,2016-12-30,2017-04-13,2017-03-07,0.0,-0.002,0.443,0.269,0.0,0.526,15.263,0.526,9.928,119.302,121.806,4.031,63.71,63.71,4.346,10.32,10.32,0.01,0.0,0.0,0.0,0.0,13.744,-36.926,-34.683,-3.74,,38.182,8.189,-38.428,39.896,5.233,16.04,30.724,-38.428,-38.428,0.0,-38.428,0.0,9.49,6.317,-33.238,12.535,12.535,88.578,88.578,0.0,0.0,56.523,334510.0,51.9096,765.0,334510.0,Electromedical and Electrotherapeutic Apparatus Manufacturing 
4416,2017-12-31,67075T105,,,,,,,,,,,,,,,,,,,,,,6.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,2016-12-31,67077N106,,,,,,,,,,,,,,,,,,,,,,55.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24582,2011-02-28,67086E303,7.0,8.0,2011-02-28,2011-06-08,2011-05-04,0.0,-0.288,2.875,0.07,0.0,0.042,15.011,0.042,40.645,89.269,68.749,1.533,17.514,18.814,164.776,35.402,35.402,0.088,0.0,20.011,0.0,0.0,0.0,-14.644,-13.458,-1.05,-0.195,9.989,25.34,-30.027,10.007,22.798,66.793,76.21,-30.027,-30.027,20.011,-29.166,0.0,6.589,3.046,-55.778,190.116,190.116,13.059,13.059,0.0,0.861,9.381,334112.0,267.9931,743.0,334112.0,Computer Storage Device Manufacturing 
21331,2010-12-31,67086W105,7.0,8.0,2010-12-31,2011-04-27,2011-03-31,0.0,1.806,16.292,0.071,,17.023,-1.369,17.023,1.445,106.301,29.827,24.528,10.813,10.813,169.545,9.61,9.519,0.01,0.0,36.298,0.0,0.0,0.0,13.588,14.189,0.94,,1.156,21.629,8.899,3.995,12.542,56.388,56.388,8.899,8.899,36.298,12.543,0.0,37.684,36.066,18.249,191.174,191.174,47.588,49.913,0.498,3.583,-7.171,424710.0,52.3535,1037.0,424710.0,Petroleum Bulk Stations and Terminals 
13735,2004-12-31,67090H102,,,,,,,,,,,,,,,,,,,,,,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
19261,2007-12-31,67090N109,,,,,,,,,,,,,,,,,,,,,,44.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19075,2007-12-31,67090X107,,,,,,,,,,,,,,,,,,,,,,16.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,2014-12-31,67091J503,7.0,5.0,2014-12-31,2015-04-10,2015-03-11,0.0,0.0,0.496,0.0,,0.0,-0.772,0.0,0.535,3.664,11.563,0.138,2.201,2.229,0.0,24.762,24.762,0.002,0.0,0.0,0.0,0.0,0.0,-5.247,-5.235,-0.31,,0.0,0.0,-7.077,0.0,0.36,0.929,0.929,-7.077,-7.077,0.0,-7.076,0.0,0.169,0.156,-8.83,0.0,0.0,2.735,2.735,0.0,0.001,2.579,541512.0,54.4764,1589.0,541512.0,Computer Systems Design Services 
20359,2008-12-31,67091K302,7.0,5.0,2008-12-31,2009-04-14,,0.0,0.089,0.544,,0.0,16.946,3.696,16.946,9.55,763.093,757.72,1.109,281.683,291.683,6.638,126.606,110.074,0.126,0.0,0.036,0.096,0.0,0.132,-0.647,-0.038,-0.19,,315.018,3.869,-14.917,344.897,2.241,14.483,16.489,-14.917,-14.917,0.0,-11.03,0.0,16.113,15.901,-14.087,10.507,10.507,743.759,743.759,0.0,3.71,319.185,312112.0,621.9181,350.0,312112.0,Bottled Water Manufacturing 
1714,2013-12-31,67091N108,7.0,5.0,2013-12-31,2014-04-04,,0.0,0.0,3.629,0.0,,7.135,-29.16,7.135,49.527,604.38,,52.634,182.977,183.259,190.954,80.5,80.5,,0.0,4.0,0.0,0.0,394.876,188.007,210.236,1.92,,0.0,237.01,154.351,0.0,3.986,61.358,453.009,154.351,154.351,0.0,155.75,0.0,394.591,361.007,,427.964,427.964,151.371,151.371,0.0,1.399,174.88,325199.0,2221.8,486.0,325199.0,All Other Basic Organic Chemical Manufacturing 
14905,2004-12-31,67091U102,7.0,8.0,2004-12-31,,,,0.0,0.0,,,0.0,,0.0,0.513,244.552,244.321,,,136.314,,17.4,17.4,0.017,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,0.513,0.513,,,0.0,,0.0,0.0,0.0,-0.299,,,244.039,,0.0,,,523999.0,267.438,1457.0,523999.0,Miscellaneous Financial Investment Activities 
15150,2005-12-31,67099U005,7.0,8.0,2005-12-31,2006-08-25,,-6.0,-84.0,237.0,2.0,,242.0,330.0,182.0,904.0,5476.0,425.0,178.0,,100.0,7570.0,74.006,74.006,0.0,0.0,30.0,1400.0,0.0,2603.0,185.0,415.0,1.21,6.0,211.0,793.0,96.0,232.0,1128.0,1601.0,4884.0,90.0,90.0,27.0,224.0,0.0,5479.0,2160.0,8.0,8363.0,8363.0,433.0,433.0,0.0,107.0,1026.0,331315.0,1545.9853,606.0,331315.0,"Aluminum Sheet, Plate, and Foil Manufacturing "
20349,2007-12-31,671028108,7.0,5.0,2007-12-31,2008-04-17,,0.0,0.0,3.961,4.6,,24.999,1.463,7.65,4.533,651.112,,44.756,3.38,3.38,133.257,30.002,30.002,,0.0,9.209,0.0,0.0,79.808,16.963,59.287,0.3,,62.874,80.75,9.167,149.891,2.997,28.731,110.415,9.167,9.167,0.0,11.215,0.0,566.675,426.693,,214.007,214.007,540.697,,0.0,2.048,15.016,483.0,556.5371,1217.0,483.0,Water Transportation
429,2012-12-31,67103B100,7.0,5.0,2012-12-31,2013-04-16,2013-03-26,0.222,0.0,0.0,0.0,0.0,3.165,0.296,0.326,0.777,245.549,142.408,0.0,8.27,8.893,4.702,9.579,9.579,0.096,0.0,0.0,0.0,0.0,99.224,8.73,8.73,0.65,,0.0,8.73,5.994,0.0,0.0,,103.75,6.216,6.216,0.0,5.933,0.0,0.0,0.0,-0.705,13.432,13.432,141.799,141.799,0.0,0.0,,523910.0,131.1365,1452.0,523910.0,Miscellaneous Intermediation 
6605,2000-06-30,671044105,7.0,5.0,,,,0.0,,1.807,,,11.489,5.055,11.489,12.728,103.023,0.0,2.967,10.892,10.892,77.088,9.35,9.35,47.357,0.0,8.72,0.0,0.0,10.339,2.271,6.31,0.07,-0.156,,33.85,0.627,,30.92,30.808,38.67,0.627,0.627,6.079,0.087,,28.577,14.248,16.85,110.938,110.938,64.207,,0.0,-0.151,45.899,334290.0,74.5078,751.0,334290.0,Other Communications Equipment Manufacturing
10481,2004-12-31,67106S100,7.0,8.0,2004-12-31,,,0.0,0.004,0.217,0.0,,0.0,-0.059,0.0,0.59,1.91,18.76,0.158,1.173,1.173,0.055,29.151,29.151,0.003,0.0,0.0,0.0,0.0,0.0,-6.909,-6.87,-0.23,0.088,0.0,0.072,-6.728,0.0,0.083,1.758,1.769,-6.728,-6.728,0.0,-6.728,1.55,0.327,0.259,-18.622,0.127,0.127,0.141,,0.0,0.0,-0.107,325998.0,24.4868,527.0,325998.0,All Other Miscellaneous Chemical Product and Preparation Manufacturing 
9834,2000-12-31,67107W100,,88.0,,,,0.0,,1.148,,,0.568,,0.568,3.767,54.607,54.822,,37.448,38.647,15.687,32.784,32.784,0.033,,0.041,,0.0,0.054,5.815,,0.34,,0.0,24.669,6.644,0.0,5.472,6.615,6.679,6.644,6.644,0.0,6.871,,,2.102,-6.927,40.356,40.356,47.928,,0.0,0.227,44.072,334413.0,,758.0,334413.0,Semiconductor and Related Device Manufacturing 
16242,2018-12-31,67109R109,7.0,8.0,2018-12-31,2019-04-10,2019-01-29,,-0.548,,,0.0,26.069,-2.35,,905.176,1044.186,6.249,1.195,77.726,77.726,10.378,15.86,15.86,91.209,,0.0,,0.0,,23.629,26.713,0.92,0.0,0.0,49.019,14.253,6.987,0.752,,914.399,14.253,13.831,0.0,19.457,0.0,,4.633,32.329,59.397,59.397,129.787,129.787,0.0,5.204,,522110.0,140.6782,1420.0,522110.0,Commercial Banking 
24499,2012-12-31,67113Y405,7.0,5.0,2012-12-31,2013-04-08,2013-03-11,0.0,1.185,0.333,0.0,0.0,0.0,0.013,0.0,1.156,15.036,91.017,0.158,14.224,14.224,0.0,9.283,9.283,0.001,0.0,0.0,0.0,0.0,0.0,-14.869,-14.731,-1.98,,0.0,0.0,-14.065,0.0,0.0,2.087,2.087,-14.065,-14.065,0.0,-14.836,0.0,0.802,0.479,-78.069,0.0,0.0,12.949,12.949,0.0,-0.771,12.47,334510.0,56.5335,765.0,334510.0,Electromedical and Electrotherapeutic Apparatus Manufacturing 
5302,2000-12-31,671337103,,53.0,,,,,,,,,5.258,,,562.617,694.637,5.04,,13.224,13.301,31.773,5.415,5.111,2.707,,41.099,,0.0,,13.462,14.334,1.21,0.0,0.249,25.123,6.318,1.213,0.415,,644.741,6.318,6.318,0.143,9.49,,,9.296,46.829,56.896,56.896,49.896,,4.68,3.172,,522110.0,74.4289,1420.0,522110.0,Commercial Banking 
5380,2000-09-30,671767101,7.0,5.0,,,,0.0,,0.0,,,0.645,5.255,0.645,3.296,23.642,0.0,0.42,1.876,2.217,44.902,2.924,2.923,7.965,0.0,,2.441,0.0,9.468,-0.833,0.063,-0.36,,2.126,10.705,-0.934,2.126,10.618,,13.336,-0.934,-1.046,,-1.322,,3.599,1.786,-0.585,55.607,55.607,10.306,,0.002,-0.388,,531210.0,3.8364,1504.0,531210.0,Offices of Real Estate Agents and Brokers
13709,2004-12-31,671768109,7.0,53.0,2004-12-31,,,,0.132,,,,4.482,-0.166,,97.679,134.406,10.445,0.155,1.525,1.59,2.31,1.789,1.789,5.368,,13.405,,0.0,,1.469,1.767,0.21,0.0,0.0,4.363,0.369,0.0,0.302,,119.536,0.369,0.369,7.655,0.369,0.0,,3.39,-0.943,6.673,6.673,14.87,,0.0,0.0,,522110.0,19.3928,1420.0,522110.0,Commercial Banking 
6808,2009-12-31,671807105,7.0,5.0,2009-12-31,2010-04-16,,,1.683,,,0.0,22.195,1.301,,429.211,524.722,1.997,0.136,20.004,21.649,11.503,7.682,7.682,23.934,,27.2,,0.0,,9.923,9.923,0.15,0.0,0.0,20.421,2.0,0.0,2.15,,464.03,2.0,1.158,0.0,2.203,0.014,,10.167,21.914,31.924,31.924,60.692,60.692,0.0,0.203,,522110.0,33.8776,1420.0,522110.0,Commercial Banking 
5169,2000-12-31,673662102,7.0,5.0,,,,0.0,,25.199,,,4.298,8.851,4.298,23.264,302.986,36.484,26.999,4.855,4.855,118.031,68.612,68.612,0.686,0.0,19.42,0.0,0.0,17.845,81.264,101.641,0.74,,,245.443,51.052,18.105,61.998,74.583,94.813,51.052,51.052,17.901,78.541,,201.609,121.824,171.003,363.474,363.474,208.173,,0.0,27.489,84.176,339115.0,926.262,881.0,339115.0,Ophthalmic Goods Manufacturing 
20775,2012-09-30,67401P405,7.0,5.0,2012-09-30,2012-12-02,,0.0,0.0,0.0,0.0,0.0,13.807,-128.414,0.056,14.76,1389.002,1019.053,0.0,,74.393,55.437,91.048,91.048,0.91,150.0,0.0,0.0,0.0,466.251,109.679,109.679,1.0,,0.0,109.679,79.401,0.0,0.0,,485.432,79.401,79.401,0.0,79.401,0.0,0.0,0.0,-116.393,165.116,165.116,903.57,903.57,0.0,0.0,,523999.0,,1457.0,523999.0,Miscellaneous Financial Investment Activities 
1333,2013-09-30,67402D104,7.0,5.0,2013-09-30,2013-12-12,,,0.0,0.0,,0.0,0.047,,0.047,0.607,101.45,99.935,,52.347,52.347,,6.667,6.667,0.067,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.607,,,0.0,,0.0,0.0,0.0,0.841,,,100.843,100.843,0.0,,,523999.0,90.2712,1457.0,523999.0,Miscellaneous Financial Investment Activities 
4624,2017-12-31,67420T206,7.0,5.0,2017-12-31,2018-04-24,,0.0,0.0,0.0,0.0,,2.013,-0.304,2.013,11.638,709.906,,181.424,0.883,0.883,45.526,27.512,27.512,,0.0,0.0,0.0,0.0,78.0,102.363,118.093,0.43,,0.0,136.69,49.215,0.0,,70.57,149.886,49.215,11.638,0.0,95.405,0.0,653.928,619.58,,182.216,182.216,246.574,560.02,0.0,22.858,17.743,486.0,479.8093,1267.0,486.0,Pipeline Transportation
24614,2016-04-30,67421W109,7.0,5.0,2016-04-30,2016-09-02,2016-06-03,0.0,-0.002,0.0,0.143,,0.0,0.508,0.0,3.393,64.233,117.353,0.246,3.266,5.758,16.729,35.736,35.736,1.336,0.0,17.435,0.0,0.0,0.0,-16.533,-15.935,-0.5,-0.06,0.0,-15.935,-17.634,52.553,2.073,23.612,23.612,-17.634,-17.634,17.435,-17.634,0.0,6.476,2.638,-78.068,0.794,0.794,40.621,40.621,0.0,0.0,-14.571,325414.0,,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
18588,2006-12-31,67423R108,7.0,5.0,2006-12-31,2007-04-22,,0.0,-0.046,3.895,0.941,,4.361,1.891,3.107,5.512,52.961,39.086,1.818,11.298,11.298,11.558,21.805,21.802,0.022,0.0,2.729,0.0,0.0,25.781,17.747,19.656,0.28,,4.629,66.438,6.116,10.937,6.266,11.991,35.043,6.116,6.116,0.0,9.574,0.0,7.153,3.749,-21.19,77.996,77.996,17.918,17.918,0.0,3.458,21.923,325412.0,224.7786,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
4210,2016-12-31,67424L209,7.0,5.0,2016-12-31,2017-03-27,,0.0,-0.001,0.277,0.0,0.0,0.0,-0.468,0.0,0.595,78.778,140.898,0.352,72.975,75.475,2.617,16.773,16.773,0.017,0.0,0.0,0.0,0.0,9.881,-19.505,-19.313,-1.28,,0.0,0.776,-20.467,0.0,0.827,4.592,14.473,-20.467,-20.467,0.0,-20.467,0.0,1.801,0.717,-76.61,3.393,3.393,64.305,64.305,0.0,0.0,73.469,339112.0,148.4411,878.0,339112.0,Surgical and Medical Instrument Manufacturing 
6042,2000-11-30,674391107,7.0,5.0,,,,0.0,,5.257,1.173,,0.577,-1.852,0.577,1.979,40.838,0.0,5.23,0.635,0.635,33.961,5.896,5.896,16.96,0.0,0.201,1.176,0.0,13.896,3.826,5.697,0.27,,6.423,12.695,1.618,6.423,0.0,6.523,21.578,1.618,1.618,0.0,2.705,,23.159,16.771,2.265,46.656,46.656,19.225,,0.0,1.087,10.544,541850.0,32.428,1620.0,541850.0,Indoor and Outdoor Display Advertising
9552,2000-12-31,67457P309,7.0,5.0,,,,0.0,,1.57,0.0,,0.199,1.742,0.199,13.216,103.943,176.522,8.141,62.194,70.107,30.735,50.387,50.387,0.05,0.0,0.097,0.0,0.0,0.265,-51.151,-48.334,-2.02,-0.079,0.0,3.493,-48.767,0.0,5.266,18.391,18.559,-48.767,-58.649,0.0,-48.766,,14.337,10.164,-91.188,34.228,34.228,85.384,,0.0,0.001,75.189,334210.0,140.1388,747.0,334210.0,Telephone Apparatus Manufacturing
