,Unnamed: 0,conm,tic,CUSIP,Date of IPO,IS_SPAC,matched_name
247,247,Senior Connect Acq Corp I,SNRHU,81723H207,12/10/2020,True,"('GENZYME CORP', 86)"
248,248,Thayer Ventures Acquisition,TVACU,88332T209,12/10/2020,True,"('LEGACY ACQUISITION', 86)"
249,249,Americas Tech Acq Corp,ATA.U,G0404A128,12/15/2020,True,"('GENZYME CORP', 86)"
250,250,Blue Water Acquisition Corp,BLUWU,09607T203,12/15/2020,True,"('GENZYME CORP', 86)"
251,251,Kins Technology Group Inc,KINZU,49714K208,12/15/2020,True,"('SHUTTERSTOCK INC', 86)"
252,252,Marquee Raine Acquisition Corp,MRACU,G58442115,12/2/2020,True,"('GLADSTONE LAND CORP', 86)"
253,253,Churchill Capital Corp V,CCV.U,17144T206,12/15/2020,True,"('CHURCHILL CAPITAL CORP', 96)"
254,254,Corner Growth Acquisition Corp,COOLU,G2425N121,12/16/2020,True,"('GLADSTONE LAND CORP', 86)"
255,255,ScION Tech Growth I,SCOAU,G31067120,12/16/2020,True,"('I-TRAX INC', 86)"
256,256,Dune Acquisition Corp,DUNEU,265334201,12/17/2020,True,"('PURE ACQUISITION CORP', 90)"
257,257,INSU Acquisition Corp III,IIIIU,457817302,12/17/2020,True,"('M III ACQUISITION CORP', 90)"
258,258,MedTech Acquisition Corporatio,MTACU,58507N204,12/17/2020,True,"('LEGACY ACQUISITION', 86)"
259,259,Seven Oaks Acquisition Corp.,SVOKU,81787X205,12/17/2020,True,"('GENZYME CORP', 86)"
260,260,Ackrell SPAC Partners I,ACKIU,00461L204,12/21/2020,True,"('OCI PARTNERS LP', 86)"
261,261,Healthcare Services,HCARU,42227K203,12/22/2020,True,"('AMN HEALTHCARE SERVICES INC', 95)"
262,262,7GC & Co Holdings Inc,VIIU,81786A206,12/22/2020,True,"('QUALYS INC', 86)"
263,263,CF Acquisition Corp. IV,CFIVU,12520T201,12/22/2020,True,"('GENZYME CORP', 86)"
264,264,Viveon Health Acquisition Corp,VHAQ.,92853V205,12/23/2020,True,"('GLADSTONE LAND CORP', 86)"
265,265,Ventoux CCM Acquisition Corp.,VTAQU,92280L200,12/23/2020,True,"('GENZYME CORP', 86)"
266,266,Crucible Acquisition Corp,CRU.U,22877P207,1/5/2021,True,"('GENZYME CORP', 86)"
267,267,Fortress Value Acq Corp III,FVT.U,34964G206,1/4/2021,True,"('GENZYME CORP', 86)"
268,268,Poema Global Hldg Corp,PPGHU,G7154B123,1/6/2021,True,"('GENZYME CORP', 86)"
269,269,Star Peak Corp II,STPCU,855179206,1/5/2021,True,"('HYDE PARK ACQUISITION CP II', 86)"
270,270,Bright Lights Acq Corp,BLTSU,10920K200,1/5/2021,True,"('GENZYME CORP', 86)"
271,271,Ivanhoe Capital Acq Corp,IVANU,G4R87P122,1/6/2021,True,"('GENZYME CORP', 86)"
272,272,KludeIn I Acquisition Corp,INKAU,49878L208,1/11/2021,True,"('GENZYME CORP', 86)"
273,273,Vectoiq Acq Corp Ii,VTIQU,92244F208,1/6/2021,True,"('VECTOIQ ACQ CORP', 95)"
274,274,Vickers Vantage Corp I,VCKAU,G9440B123,1/6/2021,True,"('GENZYME CORP', 86)"
275,275,Empowerment & Inclusion,EPWRU,29248N209,1/7/2021,True,"('USIO INC', 75)"
276,276,Epiphany Tech Acq Corp,EPHYU,29429X208,1/7/2021,True,"('GENZYME CORP', 86)"
277,277,Global Synergy Acq Corp,GSAQU,G3934J114,1/7/2021,True,"('GENZYME CORP', 86)"
278,278,KL Acquisition Corp,KLAQU,49837C208,1/7/2021,True,"('GHL ACQUISITION CORP', 92)"
279,279,Leo Holdings Corp. II,LHC.U,G5463R110,1/7/2021,True,"('LEO HOLDINGS CORP', 95)"
280,280,Lightjump Acquisition Corp,LJAQU,53228M205,1/8/2021,True,"('GENZYME CORP', 86)"
281,281,Locust Walk Acquisition Corp,LWACU,54015L301,1/7/2021,True,"('GENZYME CORP', 86)"
282,282,Mountain Crest Acq Corp II,MCADU,62402D204,1/7/2021,True,"('GENZYME CORP', 86)"
283,283,Pioneer Merger Corp,PACXU,G7S24C129,1/7/2021,True,"('GENZYME CORP', 86)"
284,284,Powered Brands,POWRU,G7209M124,1/7/2021,True,"('COLLECTIVE BRANDS INC', 86)"
285,285,Prospector Capital Corp,PRSRU,G7273A121,1/7/2021,True,"('PROSPECT CAPITAL CORP', 95)"
286,286,Provident Acquisition Corp,PAQCU,G7282L118,1/7/2021,True,"('PRIME ACQUISITION CORP', 88)"
287,287,SVF Investment Corp,SVFAU,G8601L110,1/7/2021,True,"('SLR INVESTMENT CORP', 89)"
288,288,Switchback II Corp,SWBKU,G8633T123,1/7/2021,True,"('HYDE PARK ACQUISITION CP II', 86)"
289,289,Tastemaker Acquisition Corp,TMKRU,876545203,1/8/2021,True,"('GENZYME CORP', 86)"
290,290,890 5th Avenue Partners Inc,ENFAU,28250A204,1/11/2021,True,"('SHUTTERSTOCK INC', 86)"
291,291,Adit EdTech Acquisition Corp,ADEX.,7024201,1/11/2021,True,"('GENZYME CORP', 86)"
292,292,Athlon Acquisition Corp,SWETU,04748A205,1/11/2021,True,"('IDEATION ACQUISITION CORP', 88)"
293,293,Big Cypress Acquisition Corp,BCYPU,89115208,1/11/2021,True,"('GENZYME CORP', 86)"
294,294,Global Partner Acq Corp II,GPACU,G3934P110,1/11/2021,True,"('GENZYME CORP', 86)"
295,295,Deep Lake Capital Acq Corp,DLCAU,G27029126,1/12/2021,True,"('GENZYME CORP', 86)"
296,296,Fortress Capital Acq Corp,FCAXU,G36427113,1/13/2021,True,"('GENZYME CORP', 86)"
297,297,Hamilton Lane Alliance Hldg I,HLAHU,40749M202,1/12/2021,True,"('ALIBABA GROUP HLDG', 86)"
298,298,Marlin Technology Corp,FINMU,G58411128,1/12/2021,True,"('GENZYME CORP', 86)"
299,299,Northern Genesis Acq Corp II,NGAB.,66516U200,1/12/2021,True,"('GENZYME CORP', 86)"
300,300,Pontem Corp,PNTM.,G71707114,1/13/2021,True,"('PROVIDIAN FINANCIAL CORP', 86)"
301,301,Environmental Impact Acq Corp,ENVIU,29408N205,1/13/2021,True,"('GLADSTONE LAND CORP', 86)"
302,302,Monument Circle Acq Corp,MONCU,61531M200,1/14/2021,True,"('GENZYME CORP', 86)"
303,303,Silver Crest Acquisition,SLCRU,G81355110,1/13/2021,True,"('MAG SILVER CORP', 86)"
304,304,26 Capital Acquisition Corp,ADERU,90138P209,1/14/2021,True,"('CAPITOL ACQUISITION CORP', 90)"
305,305,Authentic Equity Acq Corp,AEACU,G06607116,1/14/2021,True,"('GENZYME CORP', 86)"
306,306,Class Acceleration Corp,CLAS.,18274B205,1/14/2021,True,"('GENZYME CORP', 86)"
307,307,Edify Acquisition Corp,EACPU,28059Q202,1/14/2021,True,"('GENZYME CORP', 86)"
308,308,Group Nine Acquisition Corp,GNACU,39947R203,1/15/2021,True,"('GENZYME CORP', 86)"
309,309,Healthcare Capital Corp,HCCCU,42228C200,1/14/2021,True,"('GENZYME CORP', 86)"
310,310,Hennessy Capital Investment V,HCICU,42589T206,1/14/2021,True,"('MONROE CAPITAL CORP', 86)"
311,311,OCA Acquisition Corp,OCAXU,670865203,1/14/2021,True,"('ROI ACQUISITION CORP', 90)"
312,312,Rotor Acquisition Corp,ROTU,77879W204,1/14/2021,True,"('ROI ACQUISITION CORP', 90)"
313,313,FoxWayne Enterprises Acq Corp,FOXWU,35166L208,1/19/2021,True,"('GLADSTONE LAND CORP', 86)"
314,314,Gores Metropoulos II Inc,GMIIU,382873206,1/19/2021,True,"('SHUTTERSTOCK INC', 86)"
315,315,Legato Merger Corp,LEGOU,52473X205,1/19/2021,True,"('GENZYME CORP', 86)"
316,316,Queens Gambit Growth Capital,GMBTU,G7315C127,1/19/2021,True,"('OFS CAPITAL CORP', 86)"
317,317,TZP Strategies Acq Corp,TZPSU,69242M203,1/19/2021,True,"('GENZYME CORP', 86)"
318,318,European Sustainable Growth,EUSGU,G3194F125,1/21/2021,True,"('CANOPY GROWTH CORP', 86)"
319,319,Jack Creek Investment Corp,JCICU,G4989X107,1/21/2021,True,"('GENZYME CORP', 86)"
320,320,Liberty Media Acq Corp,LMACU,53073L203,1/21/2021,True,"('GENZYME CORP', 86)"
321,321,N Atlantic Acq Corp,NAACU,G66139117,1/22/2021,True,"('ATLANTIC ACQUI CORP', 89)"
322,322,One Eq Partners Open Water I,OEPWU,68237L204,1/21/2021,True,"('OCI PARTNERS LP', 86)"
323,323,Primavera Capital Acq Corp,PV.U,G7255E125,1/21/2021,True,"('GENZYME CORP', 86)"
324,324,SCP & CO Healthcare Acq Co,SHACU,784065203,1/20/2021,True,"('BOISE CASCADE CO', 86)"
325,325,Virtuoso Acq Corp,VOSOU,92837J203,1/21/2021,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
326,326,Biotech Acq Co,BIOTU,G1125A124,1/25/2021,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
327,327,D & Z Media Acquisition Corp,DNZ.U,23305Q205,1/26/2021,True,"('GENZYME CORP', 86)"
328,328,DiamondHead Holdings Corp,DHHCU,25278L204,1/24/2021,True,"('NMI HOLDINGS INC', 86)"
329,329,Hudson Exec Invest Corp II,HCIIU,443760202,1/26/2021,True,"('GENZYME CORP', 86)"
330,330,LMF Acquisition Opportunities,LMAO.,502015209,1/25/2021,True,"('LEGACY ACQUISITION', 86)"
331,331,Nrthn Star Invest Corp II,NSTB.,66573W206,1/25/2021,True,"('GENZYME CORP', 86)"
332,332,Science Strategic Acq Corp,SSAA.,808641203,1/25/2021,True,"('GENZYME CORP', 86)"
333,333,Ca Healthcare Acquisition Corp,CAHCU,12510W206,1/26/2021,True,"('MBF HEALTHCARE ACQUISITION', 87)"
334,334,Climate Real Impact Solut II,CLIM.,187171202,1/26/2021,True,"('DIGITAL IMPACT INC', 86)"
335,335,Constellation Acq Corp I,CSTA.,G2R18K121,1/26/2021,True,"('GENZYME CORP', 86)"
336,336,Fortistar Sustainable,FSSIU,34962M205,1/26/2021,True,"('STARZ', 72)"
337,337,Ignyte Acquisition Corp,IGNYU,45175H205,1/27/2021,True,"('FINTECH ACQUISITION CORP', 89)"
338,338,Ithax Acquisition Corp,ITHXU,G49775110,1/27/2021,True,"('AXAR ACQUISITION CORP', 88)"
339,339,TLG Acquisition One Corp,TLGA.,87257M207,1/27/2021,True,"('GENZYME CORP', 86)"
340,340,BlueRiver Acquisition Corp,BLUA.,G1261Q123,1/28/2021,True,"('GENZYME CORP', 86)"
341,341,Brookline Capital Acq Corp,BCACU,1.14E+207,6/23/2017,True,"('GENZYME CORP', 86)"
342,342,CF Acquisition Corp V,CFFVU,12520R205,1/28/2021,True,"('GENZYME CORP', 86)"
343,343,Clarim Acquisition Corp,CLRMU,18049C207,1/28/2021,True,"('CHART ACQUISITION CORP', 89)"
344,344,EQ Health Acquisition Corp,EQHA.,26886A200,1/29/2021,True,"('GENZYME CORP', 86)"
345,345,Growth Capital Acq Corp,GCACU,39986V206,1/29/2021,True,"('GENZYME CORP', 86)"
346,346,Mason Industrial Tech Inc,MIT.U,57520Y205,1/28/2021,True,"('SHUTTERSTOCK INC', 86)"
347,347,Z-Work Acquisition Corp,ZWRKU,98880C201,1/28/2021,True,"('GENZYME CORP', 86)"
348,348,Ares Acquisition Corp,AAC.U,G33032114,2/1/2021,True,"('AXAR ACQUISITION CORP', 90)"
349,349,Jaws Mustang Acquisition Corp,JWSM.,G50737116,2/2/2021,True,"('GLADSTONE LAND CORP', 86)"
350,350,MDH Acquisition Corp,MDH.U,55283P205,2/1/2021,True,"('MTECH ACQUISITION CORP', 90)"
351,351,Noble Rock Acquisition Corp,NRACU,G6546R127,2/1/2021,True,"('GENZYME CORP', 86)"
352,352,Thimble Point Acquisition Corp,THMAU,88408P206,2/1/2021,True,"('GLADSTONE LAND CORP', 86)"
353,353,CC Neuberger Principal III,PRPC.,G1992N118,2/2/2021,True,"('PALM INC', 68)"
354,354,Gaming & Hospity Acq Corp,GHACU,364681205,2/2/2021,True,"('GENZYME CORP', 86)"
355,355,Kernel Grp Hldg Inc,KRNLU,G5259L111,2/2/2021,True,"('QUALYS INC', 86)"
356,356,Music Acquisition Corp,TMAC.,62752R209,2/2/2021,True,"('AMCI ACQUISITION CORP', 88)"
357,357,Astrea Acquisition Corp,ASAXU,04637C205,2/3/2021,True,"('AUSTRALIA ACQUISITION CORP', 90)"
358,358,Atlas Crest Investment Corp II,ACII.,49287204,2/3/2021,True,"('GLADSTONE LAND CORP', 86)"
359,359,Centricus Acquisition Corp,CENHU,G2072Q112,2/3/2021,True,"('ENTERPRISE ACQUISITION CORP', 87)"
360,360,Decarbonization Plus,DCRNU,242794204,2/3/2021,True,"('COST PLUS INC', 86)"
361,361,Itiquira Acquisition Corp,ITQRU,G49773123,2/3/2021,True,"('GENZYME CORP', 86)"
362,362,Novus Capital Corp II,NXU.U,67012W203,2/3/2021,True,"('GENZYME CORP', 86)"
363,363,Altimar Acquisition Corp II,ATMRU,G03709113,2/4/2021,True,"('GENZYME CORP', 86)"
364,364,Ark Global Acquisition Corp,ARKIU,66981N202,2/5/2021,True,"('GENZYME CORP', 86)"
365,365,COVA Acquisition Corp,COVAU,G2554Y112,2/4/2021,True,"('ROI ACQUISITION CORP', 88)"
366,366,Compute Health Acq Corp,CPUH.,204833206,2/4/2021,True,"('GENZYME CORP', 86)"
367,367,G Squared Ascend I Inc,GSQD.,G4204R125,2/4/2021,True,"('QUALYS INC', 86)"
368,368,HH&L Acquisition Co,HHLA.,G39714111,2/4/2021,True,"('GHL ACQUISITION CORP', 87)"
369,369,JOFF Fintech Acquisition Corp,JOFFU,46592C209,2/4/2021,True,"('FINTECH ACQUISITION CORP', 95)"
370,370,Quantum FinTech Acquisition,QFTA.,74767A204,2/4/2021,True,"('LEGACY ACQUISITION', 86)"
371,371,RMG Acquisition Corp III,RMGCU,G76088114,2/4/2021,True,"('M III ACQUISITION CORP', 91)"
372,372,Sustainable Dvlp Acq I Corp,SDACU,86934L202,2/4/2021,True,"('GENZYME CORP', 86)"
373,373,Adara Acquisition Corp,ADRA.,00653H201,2/8/2021,True,"('AXAR ACQUISITION CORP', 93)"
374,374,Crown PropTech Acquisitions,CPTK.,G25741128,2/8/2021,True,"('CROWN CASTLE INC', 86)"
375,375,ECP Envi Growth Opportunities,ENNVU,26829T209,2/8/2021,True,"('CANOPY GROWTH CORP', 86)"
376,376,Evo Acq Corp,EVOJU,30052G207,2/8/2021,True,"('PROVIDIAN FINANCIAL CORP', 86)"
377,377,GigCapital4 Inc,GIGGU,37518G200,2/8/2021,True,"('GIGCAPITAL INC', 97)"
378,378,Pivotal Investment Corp III,PICC.,72582M205,2/8/2021,True,"('GENZYME CORP', 86)"
379,379,Priveterra Acquisition Corp,PMGMU,74275N201,2/8/2021,True,"('GENZYME CORP', 86)"
380,380,Progress Acquisition Corp,PGRWU,74327P204,2/5/2021,True,"('PURE ACQUISITION CORP', 87)"
381,381,Spartan Acquisition Corp III,SPAQ.,84677R205,2/8/2021,True,"('M III ACQUISITION CORP', 90)"
382,382,Venus Acquisition Corp,VENAU,G9420F136,2/8/2021,True,"('JENSYN ACQUISITION CORP', 89)"
383,383,Apollo Strategic Growth II,APGB.,G0412A110,2/9/2021,True,"('PECO II INC', 86)"
384,384,Foresight Acquisition Corp,FOREU,34552Y205,2/9/2021,True,"('GENZYME CORP', 86)"
385,385,Lazard Growth Acq Corp I,LGACU,G54035129,2/9/2021,True,"('GENZYME CORP', 86)"
386,386,Power & Digital,XPDIU,739190205,2/9/2021,True,"('MARATHON DIGITAL HOLDNGS INC', 86)"
387,387,ScION Tech Growth II,SCOBU,G31070124,2/9/2021,True,"('PECO II INC', 86)"
388,388,Goal Acquisitions Corp,PUCKU,38021H206,2/10/2021,True,"('GHL ACQUISITION CORP', 90)"
389,389,Ion Acq Corp 2 Ltd,IACB.,G49393120,2/10/2021,True,"('EUNITS 2 YR U S MKT PARTN II', 86)"
390,390,Bite Acquisition Corp,BITE.,09175K204,2/11/2021,True,"('FINTECH ACQUISITION CORP', 89)"
391,391,Broadscale Acquisition Corp,SCLEU,11134Y200,2/11/2021,True,"('GENZYME CORP', 86)"
392,392,Catcha Invest Corp,CHAA.,G1962Y128,2/11/2021,True,"('GENZYME CORP', 86)"
393,393,Churchill Capital Corp VI,CCVI.,17143W200,2/12/2021,True,"('CHURCHILL CAPITAL CORP', 95)"
394,394,Churchill Capital Corp VII,CVII.,17144M201,2/12/2021,True,"('CHURCHILL CAPITAL CORP', 95)"
395,395,Rosecliff Acquisition Corp I,RCLFU,77732R202,2/11/2021,True,"('GENZYME CORP', 86)"
396,396,Social Leverage Acquisition,SLAC.,83363K201,2/11/2021,True,"('LEGACY ACQUISITION', 86)"
397,397,Tishman Speyer Innovation II,TSIBU,88825H209,2/11/2021,True,"('PECO II INC', 86)"
398,398,Tuatara Capital Acquisition,TCACU,G9118J127,2/11/2021,True,"('OFS CAPITAL CORP', 86)"
399,399,Medicus Sciences Acq Corp,MSACU,G5960S116,2/16/2021,True,"('GENZYME CORP', 86)"
400,400,Moringa Acq Corp,MACAU,G6S23K116,2/16/2021,True,"('PROVIDIAN FINANCIAL CORP', 86)"
401,401,New Vista Acq Corp,NVSAU,G6529L113,2/16/2021,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
402,402,Pathfinder Acquisition Corp,PFDRU,G04119114,2/16/2021,True,"('GENZYME CORP', 86)"
403,403,SportsTek Acquisition Corp,SPTKU,849196209,2/17/2021,True,"('GENZYME CORP', 86)"
404,404,FinServ Acquisition Corp II,FSRXU,31809Y202,2/17/2021,True,"('GENZYME CORP', 86)"
405,405,Kismet Acquisition II  Corp,KAIIU,G52807123,2/17/2021,True,"('GENZYME CORP', 86)"
406,406,Kismet Acquisition Three Corp,KIIIU,G5276C128,2/17/2021,True,"('GLADSTONE LAND CORP', 86)"
407,407,Alpha Capital Acq Co,ASPCU,G0316P114,2/18/2021,True,"('EXONE CO', 86)"
408,408,B Riley Principal 150 Merger,BRPMU,05601V202,2/18/2021,True,"('KBL MERGER CORP IV', 86)"
409,409,CF Acquisition Corp VI,CFVIU,12521J202,2/18/2021,True,"('GENZYME CORP', 86)"
410,410,Figure Acq Corp I,FACA.,302438205,2/18/2021,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
411,411,Simon Ppty Grp Acq Hldg Inc,SPGS.,82880R202,2/18/2021,True,"('SHUTTERSTOCK INC', 86)"
412,412,Tailwind Intl Acq Corp,TWNI.,G8662F127,2/18/2021,True,"('GENZYME CORP', 86)"
413,413,Arctos Nstar Acq Corp,ANAC.,G0477L118,2/22/2021,True,"('GENZYME CORP', 86)"
414,414,CM Life Sciences II Inc,CMIIU,125842203,2/22/2021,True,"('QUALYS INC', 86)"
415,415,FTAC Athena Acquisition Corp,FTAAU,G37283127,2/22/2021,True,"('GENZYME CORP', 86)"
416,416,Gores Holdings VII Inc,GSEVU,38286T200,2/23/2021,True,"('GORES HOLDINGS II INC', 98)"
417,417,Slam Corp,SLAMU,G8210L113,2/22/2021,True,"('SLM CORP', 94)"
418,418,Velocity Acq Corp,VELOU,9.23E+207,2/22/2021,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
419,419,BOA Acquisition Corp,BOAS.,05601A208,2/23/2021,True,"('ROI ACQUISITION CORP', 90)"
420,420,Cartesian Growth Corp,GLBLU,G19276123,2/23/2021,True,"('GENZYME CORP', 86)"
421,421,Colicity Inc,COLIU,194170205,2/23/2021,True,"('MARATHON DIGITAL HOLDNGS INC', 86)"
422,422,Hudson Executive Invest Corp,HIIIU,44376L206,2/24/2021,True,"('GENZYME CORP', 86)"
423,423,Soaring Eagle Acquisition Corp,SRNGU,G8354H100,2/23/2021,True,"('GLADSTONE LAND CORP', 86)"
424,424,EJF Acquisition Corp,EJFAU,G2955B117,2/24/2021,True,"('PURE ACQUISITION CORP', 88)"
425,425,Flame Acquisition Corp,FLME.,33850F207,2/24/2021,True,"('AMCI ACQUISITION CORP', 88)"
426,426,Gores Holdings VIII Inc,GIIXU,382863207,2/24/2021,True,"('GORES HOLDINGS III INC', 98)"
427,427,Isleworth Healthcare Acq Corp,ISLEU,46468P201,2/24/2021,True,"('GLADSTONE LAND CORP', 86)"
428,428,USHG Acquisition Corp,HUGS.,91748P209,2/24/2021,True,"('BGS ACQUISITION CORP', 88)"
429,429,African Gold Acquisition Corp,AGAC.,G0112R116,2/25/2021,True,"('GLADSTONE LAND CORP', 86)"
430,430,Austerlitz Acquisition Corp I,AUS.U,G0633D117,2/25/2021,True,"('AUSTRALIA ACQUISITION CORP', 87)"
431,431,Austerlitz Acquisition Corp II,ASZ.U,G0633U119,2/25/2021,True,"('GLADSTONE LAND CORP', 86)"
432,432,Freedom Acquisition I Corp,FACT.,G3663X102,2/25/2021,True,"('GENZYME CORP', 86)"
433,433,Fusion Acquisition Corp II,FSNB.,36118N201,2/25/2021,True,"('GENZYME CORP', 86)"
434,434,Ibere Pharmaceuticals,IBER.,G46843127,2/26/2021,True,"('AERIE PHARMACEUTICALS INC', 83)"
435,435,Kensington Capital Acq Corp II,KCAC.,49006L203,2/25/2021,True,"('GLADSTONE LAND CORP', 86)"
436,436,Leo Holdings III Corp,LIII.,G5463T116,2/26/2021,True,"('LEO HOLDINGS CORP', 95)"
437,437,MCAP Acquisition Corp,MACQU,55282T208,2/25/2021,True,"('AMCI ACQUISITION CORP', 90)"
438,438,Silverbox Engaged Merger Corp,SBEAU,82836L200,2/25/2021,True,"('GLADSTONE LAND CORP', 86)"
439,439,Twelve Seas Investment Co II,TWLVU,90118T205,2/25/2021,True,"('TWELVE SEAS INVESTMENT CO', 95)"
440,440,Warrior Tech Acq Co,WARR.,936273200,2/25/2021,True,"('EXONE CO', 86)"
441,441,Advanced Merger Partners Inc,AMPI.,00777J208,3/1/2021,True,"('SHUTTERSTOCK INC', 86)"
442,442,Anzu Special Acq Corp I,ANZUU,03737A200,3/1/2021,True,"('GENZYME CORP', 86)"
443,443,Arrowroot Acquisition Corp,ARRWU,04282M201,3/2/2021,True,"('GENZYME CORP', 86)"
444,444,DHB Capital Corp,DHBCU,23291W208,3/1/2021,True,"('DXI CAPITAL CORP', 88)"
445,445,DHC Acquisition Corp,DHCAU,G2758T125,3/1/2021,True,"('GHL ACQUISITION CORP', 90)"
446,446,FinTech Evolution Acq Group,FTEV.,G3R19A112,3/1/2021,True,"('ESSENT GROUP LTD', 86)"
447,447,Goldenbridge Acquisition Ltd,GBRGU,G3970D112,3/1/2021,True,"('VOLITIONRX LTD', 86)"
448,448,Haymaker Acquisition Corp III,HYACU,42087R207,3/1/2021,True,"('M III ACQUISITION CORP', 90)"
449,449,Live Oak Mobility Acq Corp,LOKM.,538126202,3/2/2021,True,"('GENZYME CORP', 86)"
450,450,Nightdragon Acquisition Corp,NDACU,65413D204,3/1/2021,True,"('GENZYME CORP', 86)"
451,451,Northern Star Invest Corp III,NSTC.,66574L209,3/1/2021,True,"('GLADSTONE LAND CORP', 86)"
452,452,Northern Star Invest Corp IV,NSTD.,66575B200,3/1/2021,True,"('GENZYME CORP', 86)"
453,453,Orion Acquisition Corp,OHPAU,68626A207,3/1/2021,True,"('ROI ACQUISITION CORP', 90)"
454,454,Supernova Partners Acq Co II,SNII.,G8T86C113,3/1/2021,True,"('WHITEWAVE FOODS CO', 86)"
455,455,TCW Special Purpose Acq Corp,TSPQ.,87301L205,3/1/2021,True,"('GENZYME CORP', 86)"
456,456,Isos Acquisition Corp,ISOS.,G4962C120,3/2/2021,True,"('ROI ACQUISITION CORP', 88)"
457,457,Mission Advancement Corp,MACC.,60501L200,3/2/2021,True,"('GENZYME CORP', 86)"
458,458,Roth CH Acquisition III Co,ROCRU,77867Q201,3/2/2021,True,"('BOISE CASCADE CO', 86)"
459,459,Altimar Acquisition Corp III,ATAQ.,G0370U124,3/3/2021,True,"('M III ACQUISITION CORP', 90)"
460,460,Aurora Acquisition Corp,AURCU,G0698L111,3/3/2021,True,"('HARBOR ACQUISITION CORP', 91)"
461,461,FTAC Hera Acquisition Corp,HERAU,G3728Y129,3/3/2021,True,"('GENZYME CORP', 86)"
462,462,M3-Brigade Acquisition II Corp,MBAC.,553800202,3/3/2021,True,"('GLADSTONE LAND CORP', 86)"
463,463,Property Solutions Acq Corp II,PSAGU,74350A207,3/4/2021,True,"('GLADSTONE LAND CORP', 86)"
464,464,RXR Acquisition Corp,RXRAU,74981W206,3/3/2021,True,"('AXAR ACQUISITION CORP', 93)"
465,465,Twin Ridge Capital Acq Corp,TRCA.,G9151L112,3/3/2021,True,"('GENZYME CORP', 86)"
466,466,Dmy Technology Group Inc IV,DMYQ.,23344K201,3/4/2021,True,"('SHUTTERSTOCK INC', 86)"
467,467,First Reserve Sustainable,FRSGU,336169206,3/4/2021,True,"('FIRST BUSEY CORP', 86)"
468,468,InterPrivate II Acq Corp,IPVA.,46064Q207,3/4/2021,True,"('GENZYME CORP', 86)"
469,469,InterPrivate III Financial,IPVF.,46064R205,3/4/2021,True,"('C1 FINANCIAL INC', 86)"
470,470,InterPrivate IV InfraTech,IPVIU,46064T201,3/4/2021,True,"('INTERLIANT INC', 64)"
471,471,Tailwind Two Acq Corp,TWNT.,G86613117,3/4/2021,True,"('GENZYME CORP', 86)"
472,472,Tribe Capital Growth Corp I,ATVCU,89601Y200,3/4/2021,True,"('GENZYME CORP', 86)"
473,473,VPC Impact Acq Hldg II,VPCBU,G9460L100,3/4/2021,True,"('PECO II INC', 86)"
474,474,VPC Impact Acq Hldg III Inc,VPCC.,91835J207,3/4/2021,True,"('SHUTTERSTOCK INC', 86)"
475,475,Warburg Pincus Capital I-A,WPCA.,G9461D123,3/4/2021,True,"('OFS CAPITAL CORP', 86)"
476,476,Warburg Pincus Capital I-B,WPCB.,G9460M116,3/4/2021,True,"('OFS CAPITAL CORP', 86)"
477,477,Independence Holdings Corp,ACQRU,G4761A119,3/8/2021,True,"('NMI HOLDINGS INC', 86)"
478,478,Peridot Acquisition Corp II,PDOT.,G7008B113,3/8/2021,True,"('ROI ACQUISITION CORP II', 88)"
479,479,Agile Growth Corp,AGGRU,G01202129,3/9/2021,True,"('SILVER BAY REALTY TRUST CORP', 86)"
480,480,Colonnade Acquisition Corp II,CLAA.,G2284B127,3/9/2021,True,"('GLADSTONE LAND CORP', 86)"
481,481,Digital Transformation,DTOCU,25401K206,3/9/2021,True,"('DIAL CORPORATION', 68)"
482,482,ESM Acquisition Corp,ESM.U,G3195H120,3/9/2021,True,"('BGS ACQUISITION CORP', 90)"
483,483,Forest Road Acq Corp II,FRXB.,34619V202,3/9/2021,True,"('GENZYME CORP', 86)"
484,484,PWP Forward Acquisition Corp I,FRWAU,74709Q200,3/9/2021,True,"('GLADSTONE LAND CORP', 86)"
485,485,Sandbridge X2 Corp,SBII.,799792205,3/9/2021,True,"('GENZYME CORP', 86)"
486,486,Archimedes Tech SPAC Partners,ATSPU,39562202,3/10/2021,True,"('OCI PARTNERS LP', 86)"
487,487,Frontier Acq Corp,FRONU,G36826116,3/10/2021,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
488,488,G&P Acquisition Corp,GAPA.,36146G202,3/10/2021,True,"('BGS ACQUISITION CORP', 90)"
489,489,L Catterton Asia Acquisition,LCAAU,G5346G109,3/10/2021,True,"('E.L.F. BEAUTY INC', 86)"
490,490,Pine Tech Acq Corp,PTOCU,722850203,3/10/2021,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
491,491,Silver Spike Acq Corp II,SPKBU,G8201H121,3/10/2021,True,"('GENZYME CORP', 86)"
492,492,CF Acquisition Corp VIII,CFFEU,12520C208,3/11/2021,True,"('GENZYME CORP', 86)"
