,IPO name,ticker,CUSIP,Date of IPO,IS_SPAC
5537,"The Talbots, Inc.",TLB,874161102,,False
5538,United Video Satellite Group,UVSGA,913155107,,False
5539,Van Kampen Merritt Select Muni,VKL,92112M103,,False
5540,Arris Pharmaceuticals,ARRS,04269W107,,False
5541,Atlantic Beverage,ABEV,048263107,,False
5542,CableMaxx Inc,CMAX,126859107,,False
5543,Corporate High Yield Fund II,KYT,219915108,,False
5544,Heritage US Government Income,HGA,42725E105,,False
5545,West Marine,WMAR,954235107,,False
5546,Smith Barney High Income Opp,HIO,831903109,,False
5547,TCW/DW Term Trust 2000,TDT,87234V100,,False
5548,Advanced Technology Materials,ATMI,00754X105,,False
5549,Clintrials,CCRO,188767107,,False
5550,Martek Biosciences,MATK,572901106,,False
5551,Morgan Stanley High Yield,MFY,61744M104,,False
5552,Photonics Corp,PHTX,71937W108,,False
5553,Union Switch & Signal,UNSW,908573108,,False
5554,Vermont Teddy Bear,BEAR,92427X109,,False
5555,Cable Design Technologies,CDTC,126924109,,False
5556,Korea Equity Fund Inc,KEF,50063B102,,False
5557,Painewebber Premier High,PHT,695935106,,False
5558,Seventh Generation,SVNG,81806K101,,False
5559,Airport Systems International,ASII,00949N103,,False
5560,Alliance Semiconductor,ALSC,01877H100,,False
5561,ParkerVision,PRKR,701354102,,False
5562,Tower Technologies,TTMT,891864100,,False
5563,Human Genome Sciences,HGSI,444903108,,False
5564,Irvine Apartment Communities,IAC,463606103,,False
5565,PacTel,PTW,695252106,,False
5566,US Wireless Data,USWDA,912899101,,False
5567,CenterPoint Properties Trust,CNT,151895109,,False
5568,Positron,POSI,737397109,,False
5569,Cellstar Corp,CLST,150925105,,False
5570,Foamex International,FMXI,344123104,,False
5571,Gateway 2000,GATE,367833100,,False
5572,Grupo Casa Autrey SA de CV,SAB,40048P104,,False
5573,Monterey Pasta,PSTA,612570101,,False
5574,Symbollon,SYMBA,87151H106,,False
5575,UTI Energy,UTI,903387108,,False
5576,Med/Waste,MWDS,583921101,,False
5577,Shaw Group,SHAW,820280105,,False
5578,Veritas Software,VRTS,923436109,,False
5579,Brothers Gourmet Coffees,BEAN,114822109,,False
5580,CMC Industries,CMCI,125708107,,False
5581,Coastcast,PAR,19057T108,,False
5582,G&L Realty Corp,GLRPR,361271109,,False
5583,Q-Steaks,QSTK,74725X106,,False
5584,Sun Communities Inc,SUI,866674104,,False
5585,Sylvan Learning Systems,SLVN,871399101,,False
5586,Thermo Remediation,THN,883592107,,False
5587,American Telecasting,ATEL,030151104,,False
5588,Asante Technologies,ASNT,043412105,,False
5589,Camco International,CAM,132632100,,False
5590,Digidesign,DGDN,253915102,,False
5591,Oxford Resources,OXFD,691808109,,False
5592,Racotek,RACO,750091100,,False
5593,Steven Madden,SHOO,556269108,,False
5594,US LAN Systems,USLN,912100104,,False
5595,American Health Services,AHSI,02649K108,,False
5596,American Mobile Satellite,SKYC,02755R103,,False
5597,Macromedia,MACR,556100105,,False
5598,SangStat Medical,SANG,801003104,,False
5599,TriQuint Semiconductor,TQNT,89674K103,,False
5600,ABC Rail Products,ABCR,000752105,,False
5601,Active Voice,ACVC,004938106,,False
5602,Amway Asia Pacific,AAP,G0352M108,,False
5603,C Brewer Homes,CBHI,107575102,,False
5604,Grupo Mexicano de Desarrollo,GMD,40048G203,,False
5605,J&L Specialty Steel,JL,466046109,,False
5606,MK Gold Co.,MKAU,55305P100,,False
5607,Royce Otc Micro-Cap Fund Inc,OTCM,780915104,,False
5608,TN Energy Services Acquisition,TNER.,87259N104,,False
5609,Water Point Systems,WPTS,940910102,,False
5610,Conso Products,CNSO,20854R103,,False
5611,Country Star Restaurants,CAFE,222361107,,False
5612,Fairfax Bank & Trust,FBTC,303770101,,False
5613,Flair,FLAR,33848P101,,False
5614,Home Holdings,HHI,436934103,,False
5615,Jasmine,JSMN,47116H104,,False
5616,Odwalla,ODWA,676111107,,False
5617,Proxim,PROX,744284100,,False
5618,Quickturn Design Systems,QKTN,74838E102,,False
5619,Stimsonite,STIM,860832104,,False
5620,Texas Biotechnology,TXB,88221T203,,False
5621,AFC Cable Systems,AFCX,000950105,,False
5622,Communications Central,CCIX,203388103,,False
5623,ENCAD,ENCD,292503109,,False
5624,Navarre,NAVR,639208107,,False
5625,Pakistan Investment Fund Inc,PKF,695844100,,False
5626,Planar Systems,PLNR,726900103,,False
5627,Southwest Bancorp,OKSB,844767103,,False
5628,UFP Technologies,UFPT,902673102,,False
5629,Viagene,VIGN,92552T105,,False
5630,American Recreation Company,AMRE,028907103,,False
5631,PMC Commercial Trust Inc,PCC,693434102,,False
5632,CareLine,CRLN,141702100,,False
5633,Gryphon Holdings,GRYP,400515102,,False
5634,Interpore International,BONZ,46062W107,,False
5635,National Dentex,NADX,63563H109,,False
5636,Columbus Realty Trust,CLB,199567108,,False
5637,Emerging Markets,EMG,290921105,,False
5638,Gunther International,SORT,403203102,,False
5639,Medis El,MDSLF,M6879H103,,False
5640,PerSeptive Tech II,,715275103,,False
5641,American Sensors,SNIFF,029579109,,False
5642,Lambert Communications,LCOM,51328G102,,False
5643,NationsMart,MART,638587204,,False
5644,Premiere Page,TEMPA,74058E105,,False
5645,Salomon Brothers Worldwide,SBW,79548T109,,False
5646,Schroder Asian Growth Fund Inc,SHF,808084107,,False
5647,TFC Enterprises,TFCE,872388103,,False
5648,New West Eyeworks,NEWI,649156106,,False
5649,Main Street Community Bancorp,MSCB,560350100,,False
5650,American Broadcasting System,AMFMA,024741209,,False
5651,Vitamin Specialties,VITA,928486109,,False
5652,Crescent Airways,CRAR,225641109,,False
5653,GT Global Developing Markets,GTD,362347106,,False
5654,Robomatix Technologies,RBMXF,M8216J107,,False
5655,JP Realty Inc,JPR,46624A106,,False
5656,Sweetwater,SWWT,870534104,,False
5657,Lincoln Snacks,SNAX,534744107,,False
5658,MH Meyerson & Co,MHMC,55301Q012,,False
5659,Glimcher Realty Trust,GRT,379302102,,False
5660,Plantronics,PLT,727493108,,False
5661,Great Lakes Aviation,GLUX,39054K108,,False
5662,Americas Income Trust,XUS,03060Q103,,False
5663,Celadon Group,CLDN,150838100,,False
5664,Deflecta-Shield,TRUX,244764106,,False
5665,Tufco Technologies,TFCO,899040109,,False
5666,Hilite Industries,HILI,431353101,,False
5667,Anesta,NSTA,034603100,,False
5668,CMG Information Services,CMGI,125750109,,False
5669,Gametek,GAME,36465R102,,False
5670,Hugoton Energy,HUGO,444613103,,False
5671,LA T Sportswear,LATS,501733109,,False
5672,Jameson Inns Inc,JAMS,470457102,,False
5673,Light Savers USA,LTSV,53222B106,,False
5674,O'Sullivan Industries Holdings,OSU,688609106,,False
5675,Personnel Management,TPMI,71534B101,,False
5676,Playtex Products,PYX,727906AA,,False
5677,Security-Connecticut,SRC,814160107,,False
5678,Interim Services,INTM,45868P100,,False
5679,Telular,WRLS,87970T109,,False
5680,Anchor Gaming,SLOT,033037102,,False
5681,Mid-America Apartment Cmnty,MAA,59522J103,,False
5682,NeXagen,NXGN,653328104,,False
5683,Worldwide DollarVest Fund Inc,WDV,981564107,,False
5684,Digital Link,DLNK,253856108,,False
5685,MapInfo,MAPS,565105103,,False
5686,ParcPlace Systems,PARQ,699421103,,False
5687,Quizno's Franchise,QUIZ,749058103,,False
5688,Equity Marketing,EMAK,294724109,,False
5689,Esmor Correctional Services,ESMR,296507106,,False
5690,IGEN,IGEN,449536101,,False
5691,USA Mobile Communications,USAM,90329B100,,False
5692,Walden Residential Properties,WDN,931210108,,False
5693,Morgan Stanley Africa,AFF,617444104,,False
5694,Renaissance Communications,RRRR,759661101,,False
5695,Youth Services International,YSII,987816105,,False
5696,Alantec,ALTC,011630100,,False
5697,Amli Residential Ppty Trust,AML,1735109,,False
5698,Consep,CSEP,208469106,,False
5699,InterCel,ICEL,45844L108,,False
5700,International Post Group,POST,460181100,,False
5701,Summit Properties Inc,SMT,866239106,,False
5702,Tatham Offshore Inc.,TOFF,876628108,,False
5703,Trism,TRSM,896925104,,False
5704,Webco Industries,WBCO,947621108,,False
5705,Western National,WNH,958845109,,False
5706,American Paging,APP,02882K104,,False
5707,Eltron International,ELTN,290382100,,False
5708,Modern Medical Modalities,MODM,607660107,,False
5709,Rotary Power International,RPII,77866R101,,False
5710,SigmaTron International,SGMA,82661L101,,False
5711,DSP Group,DSPG,23332B10,,False
5712,Daktronics,DAKT,234264109,,False
5713,Pacific Gulf Properties,PAG,694396102,,False
5714,Procept,PRCT,742683303,,False
5715,Softdesk,SDSK,834020109,,False
5716,Sonic Solutions,SNIC,835460106,,False
5717,Boardwalk Casino,BWLK,096612106,,False
5718,Caraco Pharmaceutical,CARA,1407ST10,,False
5719,Mecklermedia,MECK,584007108,,False
5720,Octagon,OCTA,675717102,,False
5721,Pearce Systems International,PRCE,704730209,,False
5722,Concept Technologies Group,CTGI,206009003,,False
5723,Harveys Casino Resorts,HVY,417826104,,False
5724,Skyline Multimedia,SKYL,83083P100,,False
5725,The India Fund Inc,IFN,454089103,,False
5726,Xpedite Systems,XPED,983929100,,False
5727,International Vitamin,IVCO,460554207,,False
5728,Martin Marietta Materials,MLM,573284106,,False
5729,Nashville Country Club,NCCI,631385101,,False
5730,Neurobiological Technologies,NTII,64124W106,,False
5731,Trinity Americas,,896414109,,False
5732,CAI Wireless Systems,CAWS,12476P104,,False
5733,Good Idea's Enterprises,,382106102,,False
5734,Hirsch International,HRSH,433550100,,False
5735,Integrated Silicon Systems,ISSS,45812Q105,,False
5736,Mobile Mini,MINI,60740F105,,False
5737,Morgan Stanley India Inv Fund,IIF,61745C105,,False
5738,NATIONS GOVT INC TM TR 2004 IN,NGF,63858410,,False
5739,Natural Microsystems,NMSS,638882100,,False
5740,RCM Strategic Global,RCS,74936A101,,False
5741,Tractor Supply,TSCO,892356106,,False
5742,Global Privatization Fund Inc,GPF,378914105,,False
5743,InterCapital Insured,ICS,45844K100,,False
5744,Intercapital Insured Municipal,IMS,45844J103,,False
5745,Silicom,SILCF,M84116108,,False
5746,Emmis Broadcasting,EMMS,291525103,,False
5747,AES China Generating,CHGNF,G01096109,,False
5748,Arden Industrial Products,AFAS,039780101,,False
5749,Beazer Homes USA,BZH,07556Q105,,False
5750,Electric Fuel,EFCX,284871100,,False
5751,Equity Inns Inc,ENNS,294703103,,False
5752,FinishMaster,FMST,31787P108,,False
5753,Concord Holding,CNCD,206248106,,False
5754,Global Village Communication,GVIL,37935Q104,,False
5755,Network Long Distance,NTWK,64121K105,,False
5756,Delaware Group Global Dividend,DGF,245916101,,False
5757,Effective Management Systems,EMSI,282017102,,False
5758,Emerging Tigers Fund Inc,TGF,290896109,,False
5759,Southern Africa Fund Inc,SOA,842157109,,False
5760,Total Containment,TCIX,89149T101,,False
5761,Norton McNaughton,NRTY,668685100,,False
5762,Pharma Patch PLC,SKINY,71711T107,,False
5763,Infosoft International,INSO,456783109,,False
5764,Quality Dining,QDIN,74756P105,,False
5765,Rock-Tenn,RKTN,772739207,,False
5766,SnowRunner,SNOW,83344E100,,False
5767,Southwest Banks,SWBA,84478610,,False
5768,BioCryst Pharmaceuticals,BCRX,09058V103,,False
5769,CSL Lighting Manufacturing,CSLX,12637Q108,,False
5770,Cidco,CDCO,171768104,,False
5771,Electronic Fab Technology,EFTC,28570P105,,False
5772,Health Power,HPWR,42219G103,,False
5773,Jardine Fleming India Fund Inc,JFI,471112102,,False
5774,Nature's Elements Holding,NELM,639019108,,False
5775,PHC,PIHCU,693315103,,False
5776,New South Africa Fund Inc,NSA,64880R101,,False
5777,Just For Feet,FEET,48213P106,,False
5778,Borror,BORR,100048107,,False
5779,Macerich Co,MAC,554382101,,False
5780,National Wireless Holdings,NWIR,638560102,,False
5781,UroMed,URMD,917274102,,False
5782,Bay Apartment Communites Inc,BYA,72012107,,False
5783,Olympic Steel,ZEUS,68162K106,,False
5784,Prophet 21,PXXI,743459109,,False
5785,TransTexas Gas,TTXG,893895102,,False
5786,Drypers,DYPR,262497209,,False
5787,American Cinemastores,ACSI,025137100,,False
5788,Emphesys Financial Group,EFG,29158K104,,False
5789,Executive Risk,ER,301586103,,False
5790,NN Ball & Roller,NNBR,62930510,,False
5791,Prime Retail Inc,PRME,741570105,,False
5792,Copart,CPRT,217204106,,False
5793,Jalate,JLT,470145103,,False
5794,Storage USA Inc,SUS,861907103,,False
5795,Texas Regional Bancshares,TRBS,882673106,,False
5796,CIBER,CIBR,17163B102,,False
5797,Emerging Markets Floating Rate,EFL,290885102,,False
5798,Petco Animal Supplies,PETC,71610610,,False
5799,Triple S Plastics,TSSS,896926102,,False
5800,"EOTT Energy Partners, LP",EOT,294103106,,False
5801,Fidelity Advisor Emerging,FAE,315803106,,False
5802,Flextronics International,FLEX,Y2573F102,,False
5803,Minnesota Educational,MEKK,60400P104,,False
5804,Northwest Airlines,NWAC,667280101,,False
5805,ScanSource,SCSC,806037206,,False
5806,Frost Hanna Mergers Group,,359257102,,False
5807,Cold Metal Products,CLQ,192861102,,False
5808,Dakotah,DKTH,234262103,,False
5809,GaSonics International,GSNX,36727810,,False
5810,JDN Realty Corp,JDN,465917102,,False
5811,Super Vision International,SUPVA,868042102,,False
5812,Career Horizons,CARH,141672105,,False
5813,Crystallume,CRYS,22942D10,,False
5814,Integrated Micro Products,IMPTY,45812R103,,False
5815,Motorcar Parts & Accessories,MPAA,620071100,,False
5816,TCW/DW Emerging Markets Opp Tr,EMO,87234G109,,False
5817,Gulf South Medical Supply,GSMS,40252G105,,False
5818,Hi-Shear Technology,HSR,42839Y104,,False
5819,Highlander Income Fund,HLA,430873109,,False
5820,Kelly Russell Studios,KRSI,488148107,,False
5821,Vectra Banking,VTRA,922398102,,False
5822,BioSepra,BSPR,09066V103,,False
5823,Cameron Ashley,CMSH,133290106,,False
5824,First Alert,ALRT,31846N102,,False
5825,Reptron Electronics,REPT,76026W109,,False
5826,Rouge Steel,ROU,779099100,,False
5827,American Toys,ATOY,030272207,,False
5828,Applied Digital Access,ADAX,038181103,,False
5829,Champps Entertainment,CHPP,158784108,,False
5830,PC Service Source,PCSS,693258105,,False
5831,Paul-Son Gaming,PSON,703578104,,False
5832,AK Steel Holding,AKST,001547108,,False
5833,Great Financial Federal,GTFN,39051610,,False
5834,Scudder World Income,SWI,81123V103,,False
5835,Sport-Haley,SPOR,848925103,,False
5836,Bugaboo Creek Steak House,RARE,120035100,,False
5837,Lear Seating,LEA,521893107,,False
5838,Oryx Technology,ORYX,68763X101,,False
5839,Vivus,VVUS,928551100,,False
5840,Cerplex Group,CPLX,15691320,,False
5841,HemaSure,HMSR,423504109,,False
5842,LaCrosse Footwear,BOOT,505688101,,False
5843,Las Vegas Major League Sports,LVTD,517693107,,False
5844,MTI Technology,MTIC,553903105,,False
5845,Turbochef,TRBO,900006107,,False
5846,Wandel & Goltermann,WGTI,933692105,,False
5847,Wholesale Cellular USA,CELL,96683P106,,False
5848,Cole National,CNJ,193290103,,False
5849,Dialogic,DLGC,252499108,,False
5850,Sports Sciences,SSCI,84919B109,,False
5851,Centennial Technologies,CTN,151392107,,False
5852,Centex Construction Products,CXP,15231R109,,False
5853,Israel Tech Acquistion,ITAC,465140101,,False
5854,United Restaurants,UNIR,911379105,,False
5855,American Eagle Outfitters,AEOS,02553D10,,False
5856,Cambridge Soundworks,HIFI,132514100,,False
5857,DeBartolo Realty Corp,EJD,242733103,,False
5858,INSCI,INSI,45765T106,,False
5859,International Lottery,ILI,45982610,,False
5860,Mills Corp,MLS,601148109,,False
5861,Numar,NUMR,67052E105,,False
5862,Pacific Rehabilitation & Sp,PRHB,694926106,,False
5863,XcelleNet,XNET,98388R106,,False
5864,Agree Realty Corp,ADC,8492100,,False
5865,DT Industries Inc,DTII,23333J108,,False
5866,Educational Insights,EDIN,28148T100,,False
5867,Game Financial,GFIN,36464P107,,False
5868,Franklin Financial,,35352210,,False
5869,Vari-L,VARL,922150107,,False
5870,IDM Environmental,IDMC,449391200,,False
5871,Quintiles Transnational,QTRN,748767100,,False
5872,Software Professionals Inc,SFTW,833968100,,False
5873,C-Cube Microsystems,CUBE,125015107,,False
5874,Heartland Wireless,HART,42235W108,,False
5875,Microelectronics Packaging,MPIX,594946105,,False
5876,Project Software & Development,PSDI,74339P101,,False
5877,Saber Software,SABR,785162108,,False
5878,Transaction Network Services,TNSI,893414102,,False
5879,MK Rail,MKRL,55305T102,,False
5880,Supertel Hospitality,SPPR,868524109,,False
5881,Xechem International,ZKEM,983895103,,False
5882,Crescent Real Estate Equities,CEI,225756105,,False
5883,American Buildings,ABCO,024757106,,False
5884,Baltic International/USA,BISA,058825118,,False
5885,Envirometrics,EVRM,293972105,,False
5886,Kemper Strategic Income Fund,KST,488426107,,False
5887,Mity-Lite,MITY,606850105,,False
5888,Templeton Emerging Markets,TEA,880190103,,False
5889,Alternative Resources,ALRC,02145R102,,False
5890,Western Country Clubs,WCCI,958054108,,False
5891,Ancor Communication,ANCR,03332K108,,False
5892,Inhale Therapeutic Systems,INHL,457191104,,False
5893,Joseph A. Bank Clothiers,JOSB,480838101,,False
5894,American Publishing,AMPC,029139102,,False
5895,Investment Technology Group,ITGI,461450108,,False
5896,Jefferson Smurfit,JJSC,475087102,,False
5897,Positive Response Television,PRTV,73739N104,,False
5898,Restructuring Acquistion,RRAC,76126P103,,False
5899,Monroc,MROC,610242109,,False
5900,Physician Sales & Service,PSSI,71940L107,,False
5901,Clark Automotive Products,CAB,180661100,,False
5902,Financial Security Assurance,FSA,31769P100,,False
5903,LXR Biotechnology,LXR,502468101,,False
5904,Ride Snowboard,RIDE,765689104,,False
5905,Safety Components,ABAG,786474106,,False
5906,Advocat,AVC,007586100,,False
5907,Boyd Bros. Transportation,BOYD,103255105,,False
5908,HERC Products,HERC,404165102,,False
5909,Java Centrale,JAVC,47188P109,,False
5910,VideoLabs,VLAB,92657R103,,False
5911,American Eagle Group,FLI,02553B102,,False
5912,Byron Preiss Multimedia,CDRM,740445200,,False
5913,Fusion Systems,FUSN,361129109,,False
5914,Gaming World International,GWLD,364656207,,False
5915,Irata,IRATA,462654104,,False
5916,Maxwell Shoe,MAXS,577766108,,False
5917,Micrion,MICN,59479P102,,False
5918,US Medical Products,USMD,90336P209,,False
5919,Ascend Communications,ASND,043491109,,False
5920,Bush Boake Allen,BOA,123162109,,False
5921,Lafayette Industries,LAFI,506377100,,False
5922,TJ Cinnamons,TJCI,87253K106,,False
5923,Atria Software,ATSW,04962G102,,False
5924,Creative Medical Development,CMDI,22528F103,,False
5925,Derma Sciences,DSCI,249827106,,False
5926,MovieFone,MOFN,624598108,,False
5927,North American Advanced,AAM,656911302,,False
5928,"Optex Biomedical, Inc.",OPTX,683965107,,False
5929,Radica Games,RADA,G7342H107,,False
5930,US Delivery Systems,DLV,90329M106,,False
5931,Newton Candy,,652528100,,False
5932,Panda Project,PNDA,69833F104,,False
5933,Blyth Industries,BTH,09643P108,,False
5934,Group Technologies,GRTK,399448109,,False
5935,ABC Bancorp,ABCB,000400101,,False
5936,Beacon Properties Corp,BCN,73678104,,False
5937,Morgan Stanley Global Opp Bond,MGB,61744R103,,False
5938,PDS Financial,PDSF,69329T105,,False
5939,Paging Partners,PPAR,65554P109,,False
5940,ARIAD Pharmaceuticals,ARIA,04033A100,,False
5941,Financing for Science,FFSI,317706109,,False
5942,Frontier Airlines,FRNT,359065109,,False
5943,Ibis Technology,IBIS,450909106,,False
5944,Targeted Genetics,TGEN,87612M108,,False
5945,Fore Systems,FORE,345449102,,False
5946,Indigo,INDGF,N44495104,,False
5947,MCDC Casino,MCDC,55266810,,False
5948,MedPlus,MEDP,58504P103,,False
5949,Cole Taylor Financial Group,CTFG,193298106,,False
5950,Linda's Flame Roasted Chicken,LINCA,535160105,,False
5951,Merix,MERX,590049102,,False
5952,Quorum Health Group,QHGI,749084109,,False
5953,Simpson Manufacturing,SMCO,829073105,,False
5954,Winston Hotels,WXH,97563A10,,False
5955,ABR Information Services,ABRX,00077R108,,False
5956,Fresh America,FRES,35803R105,,False
5957,Lazer-Tron,LZTN,521085100,,False
5958,Mikasa,MKS,59862T109,,False
5959,NPS Pharmaceuticals,NPSP,62936P103,,False
5960,Northfield Laboratories,NFLD,666135108,,False
5961,Penn National Gaming,PENN,707569109,,False
5962,IPI,INST,449804103,,False
5963,Kenneth Cole Productions,KCP,193294105,,False
5964,Wavefront Technologies,WAVE,94353L109,,False
5965,La Jolla Pharmaceutical,LJPC,503459109,,False
5966,Pediatric Services of America,PSAI,705323103,,False
5967,Sigma Circuits,SIGA,826559106,,False
5968,Essex Property Trust Inc,ESS,297178105,,False
5969,Apogee,APGG,03759T103,,False
5970,Highwoods Properties Inc,HIW,431284108,,False
5971,Woodroast Systems,WRSI,97989910,,False
5972,Consolidated Graphics,COGI,209341106,,False
5973,Imax,IMAX,45245E109,,False
5974,KBK Capital,KBKC,482412103,,False
5975,MetroTrans,MTRN,59266510,,False
5976,Thermolase,TLZ,88362411,,False
5977,CDP Technologies,CDPT,125099101,,False
5978,Diametrics Medical,DMED,252532106,,False
5979,Nexus Telecommunications,NXUS,M74919107,,False
5980,Santa Fe Pacific Gold,GLD,802176107,,False
5981,Skysat Communications Network,SKAT,830875100,,False
5982,American Electronic Components,AECI,025562109,,False
5983,Childrobics,,168814200,,False
5984,Coherent Communications,CCSC,19247810,,False
5985,GREENWICH STREET MUNI FD INC,GSI,39701A10,,False
5986,Grove Property Trust,GVE,399613108,,False
5987,Guilford Pharmaceuticals,GLFD,40182910,,False
5988,Liberty Property Trust,LRY,531172104,,False
5989,Manhattan Bagel,BGLS,562751107,,False
5990,Cinergi Pictures Entertainment,CINE,172470106,,False
5991,Geerlings & Wade,GEER,368473104,,False
5992,Graphix Zone,GZON,38870K102,,False
5993,MTL,MTLI,624903100,,False
5994,Malan Realty Investors Inc,MAL,561063108,,False
5995,Model Imperial,MODL,607524105,,False
5996,Variflex,VFLX,922242102,,False
5997,Bio-Plexus,BPLX,09057C106,,False
5998,Dominion Resources Black Trust,DOM,25746Q108,,False
5999,Sparta Pharmaceuticals,SPTA,846638203,,False
6000,Avert,AVRT,053596201,,False
6001,Foilmark,FLMK,344185103,,False
6002,NATIONS BALANCED TRGT MAT FD I,NBM,63857K10,,False
6003,UStel,USTL,917325102,,False
6004,Capstone Capital Corp,CCT,14066R102,,False
6005,CareerStaff Unlimited,STAF,141693101,,False
6006,Charles E Smith Residential,SRW,832197107,,False
6007,Crop Growers,CGRO,227297108,,False
6008,First Industrial Realty Tr Inc,FR,32054K103,,False
6009,GeoWorks Inc,GWRX,373692102,,False
6010,Interiors,INTXA,458688108,,False
6011,Marisa Chistina Inc,MRSA,570268102,,False
6012,Trend-Lines,TRND,894859107,,False
6013,Case Equipment,CSE,14743R103,,False
6014,TheraTx,THTX,883384109,,False
6015,Ferrellgas Partners L.P.,FGP,315293100,,False
6016,Mid-Continent Bancshares,MCBS,595282104,,False
6017,Production Systems Acquisition,PRAC,743085102,,False
6018,Vastar Resources,VRI,922380100,,False
6019,Network Peripherals,NPIX,64121R100,,False
6020,ValuJet Airlines,VJET,92047Q104,,False
6021,JANKCO Holding,,470887101,,False
6022,Banpais SA,BPS,066700105,,False
6023,MediSense,MSNS,584960108,,False
6024,Rawlings Sporting Goods,RAWL,754459105,,False
6025,Doubletree,TREE,258624105,,False
6026,Integrity Music,ITGR,45813H104,,False
6027,Istituto Nazionale Assicur,INZ,46523410,,False
6028,Collins & Aikman,CKC,194830105,,False
6029,Xenova Group PLC,XNVAZ,984111203,,False
6030,Fluoroscan Imaging Systems,FLRO,343871208,,False
6031,Greenbrier,GBX,393657101,,False
6032,American Homestar,HSTR,026651109,,False
6033,PM Agri-Nutrition,AGNU,693425100,,False
6034,GeneMedicine,GMED,368707105,,False
6035,Golf Enterprises,GLFE,381633106,,False
6036,WCI Steel,WRN,92923J109,,False
6037,Grupo Industrial Durango,GID,40048E109,,False
6038,Bell Cablemedia,BCMPY,077910107,,False
6039,Taiwan Equity Fund Inc,TYW,874031107,,False
6040,Continental Choice Care,CCCI,211211107,,False
6041,GreenStone Industries,STON,395733108,,False
6042,Matthews International,MATW,577128101,,False
6043,Paragon Group Inc,PAO,699116109,,False
6044,Video Update,VUPDA,92657V104,,False
6045,Eagle Finance,EFCW,26951K109,,False
6046,FelCor Suite Hotels,FLCO,31430510,,False
6047,Rock Bottom Restaurants,BREW,771833100,,False
6048,Apartment Invest & Mgmt Co,AIV,03748R101,,False
6049,Interstate National Dealer,ISTN,46102P104,,False
6050,Morgan Stanley Asia Pacific,APF,61744U106,,False
6051,PT Tri Polyta Indonesia,TPIFY,69365B10,,False
6052,Happiness Express,HAPY,411381106,,False
6053,Innovative Tech Systems,ITSY,45764L401,,False
6054,Norrell,NORL,656301108,,False
6055,Wackenhut Corrections,WCCX,929798106,,False
6056,Heftel Broadcasting,HBCCA,422799106,,False
6057,CIMA Labs,CIMA,171796105,,False
6058,Cascade Communications,CSCC,147184105,,False
6059,Dorsey Trailers,DSYT,258440106,,False
6060,Home Properties of New York,HME,437306103,,False
6061,Ionic Fuel Technology,IFTI,462211202,,False
6062,RF Monolithics,RFMI,74955F106,,False
6063,Ministor Peripherals,,603994104,,False
6064,RightCHOICE Managed Care,RIT,76657K101,,False
6065,Citation,CAST,172895104,,False
6066,Media Arts Group,ARTS,58439C102,,False
6067,Miller Industries,MILL,600551105,,False
6068,Movie Gallery,MOVI,624581104,,False
6069,NaPro Bio Therapeutics,NPRO,630795102,,False
6070,DIMAC,DMC,253914303,,False
6071,Spectrian,SPCT,847608106,,False
6072,Great Train Store,GTRN,391330206,,False
6073,Shandong Huaneng Power,SH,819419102,,False
6074,Silverado Foods,SLV,828342105,,False
6075,SystemSoft,SYSF,871926101,,False
6076,Standard Funding,SFUN,853420107,,False
6077,ADTRAN,ADTN,00738A106,,False
6078,Evans Withycombe Residential,EWR,299212100,,False
6079,Polish Telephones,PTMC,730905106,,False
6080,Wave Technologies,WAVT,94352Q109,,False
6081,ASV,ASVI,001963107,,False
6082,Fotoball USA,FUSA,350384103,,False
6083,Global Market Information,GMKT,37935N101,,False
6084,Tower Automotive,TWER,891707101,,False
6085,UniMark Group,UNMG,904789104,,False
6086,AmeriLink,ALNK,03070N108,,False
6087,Carlyle Golf,CRLG,143083103,,False
6088,PMT Services,PMTS,693457103,,False
6089,Trigen Energy,TGN,895930105,,False
6090,John Hancock Bank and Thrift,BTO,409735107,,False
6091,Sirena Apparel Group,SIRN,82966Q102,,False
6092,AccuStaff,ASTF,004401105,,False
6093,Marker International,MRKR,570538108,,False
6094,Weeks,WKS,94856P10,,False
6095,Canterbury Park Holding,TRAK,13811E200,,False
6096,Fiberstars,FBST,315662106,,False
6097,Mississippi Chemical,MISS,605288208,,False
6098,Select Media Communications,SMTV,816191100,,False
6099,Team Rental Group,TBUD,878156108,,False
6100,Truck Components,TRCK,897783106,,False
6101,US-China Industrial Exchange,CHDX,90329W104,,False
6102,Futurebiotics,VITK,36114L100,,False
6103,Inphynet Medical Management,IMMI,457971109,,False
6104,Target Technologies,CFON,87612N106,,False
6105,Comet Software International,CMTTF,M2514A108,,False
6106,Cali Realty Corporation,CLI,129909107,,False
6107,Loronix Information Systems,LORX,544183106,,False
6108,Prime Residential Inc,PRES,74156H109,,False
6109,Prime Management Group,PMGI,741920102,,False
6110,Wave Systems,WAVX,943526103,,False
6111,Mountbatten,MTBN,62454V102,,False
6112,InControl,INCL,45336L103,,False
6113,Aquagenix,AQUX,03838R102,,False
6114,CD Radio,CDRD,125127100,,False
6115,Macheezmo Mouse Restaurants,MMRI,554457101,,False
6116,Reliance Steel & Aluminum,RS,759509102,,False
6117,Templeton Vietnam Opportunitie,TVF,88022J107,,False
6118,Comcast UK Cable Partners,CMCAF,G22984101,,False
6119,National Diagnostics,NATD,635641103,,False
