,offer date,IPO name,CUSIP
9691,08/09/2000,Pharsight Corp,71721Q101
9692,08/09/2000,RadView Software Ltd,M81867109
9693,08/09/2000,Tvia Inc,87307P101
9694,08/10/2000,American Medical Systems Hold,02744M108
9695,08/10/2000,Equinix Inc,29444U106
9696,08/10/2000,Large Scale Biology Corp,517053104
9697,08/10/2000,Lion Bioscience AG,536191109
9698,08/10/2000,Orient-Express Hotels Ltd,G67743107
9699,08/10/2000,Quintalinux Ltd,G73286109
9700,08/10/2000,Regeneration Technologies Inc,75886N100
9701,08/10/2000,Vina Technologies Inc,92719D100
9702,08/11/2000,Compugen Ltd,M25722105
9703,08/11/2000,Telik Inc,87959M109
9704,08/14/2000,Dyax Corp,26746E103
9705,08/14/2000,SynQuest Inc,87160X100
9706,08/15/2000,Lexar Media Inc,52886P104
9707,08/16/2000,O2Wireless Solutions Inc,689803104
9708,08/16/2000,PeoplePC Inc,709776108
9709,08/17/2000,Avistar Communications Corp,05379X208
9710,08/17/2000,Integrated Telecom Express Inc,45817U101
9711,08/17/2000,PECO II Inc,705221109
9712,08/18/2000,Pinnacle Financial Partners,72346Q104
9713,08/18/2000,Viasource Communications Inc,92553W107
9714,08/18/2000,WJ Communications Inc,929284107
9715,08/21/2000,Ista Pharmaceuticals Inc,45031X105
9716,08/23/2000,02 Micro International Limited,G6797E106
9717,08/25/2000,ServiceWare Technologies Inc,81763Q109
9718,09/18/2000,Chiles Offshore LLC,16888M104
9719,09/19/2000,ViryaNet LTD,M97540104
9720,09/20/2000,OmniSky Corp,68213L103
9721,09/21/2000,Curon Medical Inc,231292103
9722,09/21/2000,INRANGE Technologies Corp,45769V206
9723,09/21/2000,TTM Technologies Inc,87305R109
9724,09/21/2000,Zengine Inc,98935C107
9725,09/25/2000,Cosine Communications Inc,221222102
9726,09/26/2000,AvantGo Inc,05349M100
9727,09/26/2000,EDEN Bioscience Corp,279445100
9728,09/26/2000,Hydril Co,448774109
9729,09/26/2000,Southern Energy(Southern Co),842816100
9730,09/27/2000,DURECT Corp,266605104
9731,09/27/2000,University of Phoenix Online,037604204
9732,09/28/2000,@Road Inc,04648K105
9733,09/28/2000,Ciphergen Biosystems Inc,17252Y104
9734,09/28/2000,Elastic Networks Inc,284159100
9735,09/28/2000,Grupo Aeroportuario del,40051E202
9736,09/28/2000,Head NV,422070102
9737,09/28/2000,Proton Energy Systems Inc,74371K101
9738,09/28/2000,Vastera Inc,92239N109
9739,09/29/2000,Docent Inc,25608L106
9740,09/29/2000,Genomica Corp,37243Q101
9741,09/29/2000,Simple Technology Inc,828820100
9742,09/29/2000,Wilson Greatbatch Technologies,972232102
9743,10/02/2000,InforMax Inc,45677N205
9744,10/03/2000,New Skies Satellites NV,648723104
9745,10/04/2000,Advanced Switching Communic,00757V106
9746,10/04/2000,Coach Inc,189754104
9747,10/04/2000,Oplink Communications Inc,68375Q106
9748,10/04/2000,TNPC Inc,87260K107
9749,10/05/2000,Kosan Biosciences Inc,50064W107
9750,10/06/2000,Asia Global Crossing Ltd,G05330108
9751,10/10/2000,Pozen Inc,73941U102
9752,10/10/2000,W-H Energy Services Inc,92925E108
9753,10/11/2000,Introgen Therapeutics Inc,46119F107
9754,10/11/2000,SFBC International Inc,784121105
9755,10/11/2000,Watson Wyatt & Co Holdings,942712100
9756,10/12/2000,China Petroleum & Chem Corp,16941R108
9757,10/12/2000,Synplicity Inc,87160Y108
9758,10/12/2000,Waypoint Financial Corp,946756103
9759,10/17/2000,EndWave Corp,29264A107
9760,10/17/2000,IXIA Communications,45071R109
9761,10/17/2000,Monsanto Co,61166W101
9762,10/17/2000,Regus PLC,759144108
9763,10/19/2000,Delcath Systems Inc,24661P104
9764,10/19/2000,Westport Resources Corp,961415106
9765,10/20/2000,Alcatel Optronics,01373W106
9766,10/20/2000,Datalex PLC,23803V102
9767,10/25/2000,Utek Corp,91759P106
9768,10/26/2000,Crucell N.V.,228769105
9769,10/26/2000,Hydrogenics Corp,448882100
9770,10/26/2000,MediChem Life Sciences Inc,584662100
9771,10/27/2000,Sun Bancshares Inc,86663U100
9772,11/01/2000,Energy Partners Ltd,29270U105
9773,11/01/2000,Evergreen Solar Inc,30033R108
9774,11/02/2000,UTi Worldwide Inc,G87210103
9775,11/03/2000,Optical Communication Products,68382T101
9776,11/06/2000,Transmeta Corp,89376M10
9777,11/08/2000,Inficon Holding AG,45663T109
9778,11/09/2000,Go2pharmacy.com Inc,380193102
9779,11/09/2000,Luminent Inc(MRV Comm),55027R103
9780,11/10/2000,AeroGen Inc,007779101
9781,11/10/2000,Computer Access Technology,204853105
9782,11/13/2000,Adolor Corp,00724X102
9783,11/13/2000,Orion Power Holdings Inc,686286105
9784,11/13/2000,Syngenta AG (Switzerland),87160A100
9785,11/15/2000,Novatel Wireless Inc,66987M109
9786,11/16/2000,Beacon Power Corp,073677106
9787,11/17/2000,Array Biopharma Inc,04269X105
9788,11/17/2000,Dynacare Inc,267920205
9789,11/20/2000,Alliance Fiber Optic Products,018680108
9790,11/20/2000,Telekom Austria AG,87943Q109
9791,11/20/2000,iMagicTV,45247E107
9792,11/21/2000,Telefonica Moviles SA,87938V105
9793,11/28/2000,Rigel Pharmaceuticals Inc,766559108
9794,12/04/2000,Telenor AS(Norway),87944W105
9795,12/07/2000,Harvard Bioscience Inc,416906105
9796,12/07/2000,Specialty Laboratories,84749R100
9797,12/07/2000,Stewart W P Co Ltd,G84922106
9798,12/08/2000,American Physicians Capital,028884104
9799,12/08/2000,Garmin Ltd,G37260109
9800,12/08/2000,Gemplus International SA,36866Y102
9801,12/11/2000,GenVec,37246C109
9802,12/14/2000,Resources Connection Inc,76122Q105
9803,01/10/2001,Westlinks Resources Ltd,96057410
9804,01/23/2001,Nuveen MD Div Adv Muni  Fund,67069R107
9805,01/24/2001,Nuveen Virginia Dividend,67069M108
9806,01/25/2001,Nuveen CT Div Adv Muni Fund,67069T103
9807,01/25/2001,Nuveen North Carolina,67069N106
9808,01/25/2001,Peet's Coffee & Tea,70556010
9809,01/26/2001,Align Technology,01625510
9810,01/30/2001,Exact Sciences Corp,30063P10
9811,01/30/2001,Nuveen Arizona Div Muni Fund,67069L100
9812,01/30/2001,Nuveen MASS Div Advantage Fund,67069P101
9813,02/05/2001,ATP Oil & Gas Corp,00208J10
9814,02/05/2001,Williams Energy Partners LP,96949110
9815,02/07/2001,KPMG Consulting,48265R10
9816,02/08/2001,Investors Capital Holdings Ltd,46147M10
9817,02/08/2001,Oil States International Inc,67802610
9818,02/09/2001,Aquacell Technologies Inc,03840N10
9819,02/09/2001,Third Wave Technologies Inc,88428W10
9820,02/12/2001,GMX Resources Inc,38011M20
9821,02/15/2001,Riverstone Networks Inc,76932010
9822,02/22/2001,CNOOC Ltd,12613210
9823,03/01/2001,AFC Enterprises Inc,00104Q10
9824,03/06/2001,Seattle Genetics Inc,81257810
9825,03/06/2001,Stelmar Shipping Ltd,V8726M10
9826,03/08/2001,Encore Acquisition Co,29255W10
9827,03/08/2001,Loudcloud Inc,54573510
9828,03/15/2001,SureBeam Corp,86866R10
9829,03/22/2001,Verisity Ltd,M9738511
9830,03/27/2001,Agere Systems Inc,00845V10
9831,03/27/2001,Nuveen California Dividend,67069X104
9832,03/27/2001,Nuveen Div Adv Muni Fund 2,67070F100
9833,03/27/2001,Nuveen NJ Div Avd Muni Fund,67069Y102
9834,03/27/2001,Nuveen NY Div Adv Muni Fund 2,67070A101
9835,03/27/2001,Nuveen Ohio Div Adv Muni Fund,67070C107
9836,03/27/2001,Nuveen PA Div Adv Mun Fund,67070E103
9837,04/04/2001,Select Medical Corp,81619610
9838,04/10/2001,Shamrock Logistics LP,819357104
9839,04/23/2001,Aquila Energy,03840J10
9840,05/01/2001,Reliant Resources Inc,75952B10
9841,05/02/2001,Briazz Inc,10782M10
9842,05/02/2001,Simplex Solutions Inc,82885410
9843,05/08/2001,Taser International Inc,87651B20
9844,05/14/2001,Kinder Morgan Mgmt LLC,49455U10
9845,05/17/2001,Global Power Equipment Group,37941P10
9846,05/17/2001,Instinet Group Inc,45775010
9847,05/17/2001,Tellium Inc,87967E10
9848,05/22/2001,Peabody Energy Corp,70455610
9849,05/23/2001,Smith & Wollensky Rntnt Grp,83175810
9850,05/24/2001,Cohen & Steers Adv Inc Fund In,19247W10
9851,06/05/2001,Unilab Corp,90476320
9852,06/07/2001,Alliance Data Systems Corp,01858110
9853,06/07/2001,Torch Offshore Inc,89101910
9854,06/07/2001,United Surgical Partners Intl,91301630
9855,06/11/2001,Willis Group Holdings Ltd,G9665510
9856,06/12/2001,General Maritime Corp,Y2692M10
9857,06/12/2001,Kraft Foods Inc,50075N10
9858,06/13/2001,FMC Technologies Inc,30249U10
9859,06/13/2001,Odyssey Re Holdings Corp,67612W10
9860,06/18/2001,Princeton Review Inc,74235210
9861,06/19/2001,Phoenix Cos Inc,71902E10
9862,06/20/2001,Multilink Technology Corp,62544T10
9863,06/26/2001,Galyans Trading Co Inc,36458R10
9864,06/26/2001,Pimco CA Mun Inc Fund,72200N106
9865,06/26/2001,Pimco Municipal Income Fund,72200R107
9866,06/26/2001,Pimco NY Mun Inc Fund,72200T103
9867,06/28/2001,Monolithic System Technology,60984210
9868,07/12/2001,Wright Medical Group Inc,98235T10
9869,07/19/2001,Accenture LTD,G1150G11
9870,07/20/2001,Natus Medical Inc,63905010
9871,07/24/2001,Medcath Corp,58404W10
9872,07/26/2001,BlackRock CA Mun Inc Trst,09248E102
9873,07/26/2001,BlackRock Fl Mun Inc Trust,09248H105
9874,07/26/2001,BlackRock Municipal Income,09248F109
9875,07/26/2001,BlackRock NJ Municipal Income,09248J101
9876,07/26/2001,BlackRock New York Municipal,09248L106
9877,07/26/2001,"Inergy, LP",45661510
9878,07/26/2001,PDF Solutions Inc,69328210
9879,07/27/2001,Alliance Imaging Inc,01860620
9880,07/31/2001,HPL Technologies Inc,40426C10
9881,08/02/2001,Bunge Ltd,G1696210
9882,08/07/2001,OmniCell Inc,68213N10
9883,08/09/2001,Mykrolis Corporation,62852P10
9884,08/14/2001,Max Re Capital LTD,G6052F10
9885,09/25/2001,Corporate High Yield Fund IV,219930104
9886,09/25/2001,Nuveen Ca Div Adv Mun Fund 3,67070Y109
9887,09/25/2001,Nuveen Div Adv Mun Fund 3,67070X101
9888,09/25/2001,Nuveen GA Div Adv Mun Fund,67070T100
9889,09/25/2001,Nuveen MD Div Adv Mun Fund 2,67070V105
9890,09/25/2001,Nuveen Michigan Dividend,67070W103
9891,09/25/2001,Nuveen Ohio Div Adv Muni Fund,67070R104
9892,10/04/2001,Given Imaging LTD,M5202010
9893,10/12/2001,TheraSense Inc,88338110
9894,10/23/2001,Principal Financial Group Inc,74251V10
9895,10/25/2001,BlackRock Mun 2018 Term Trust,09248C106
9896,10/25/2001,Blackrock Ca Mun 2018 Term Tr,09249C105
9897,10/25/2001,Blackrock NY Mun 2018 Term Tr,09248K108
9898,10/25/2001,Cross Country Inc,22748P10
9899,10/25/2001,Penn Virginia Resource Prt LP,70788410
9900,10/30/2001,Anthem Inc,03674B10
9901,10/31/2001,LogicVision Inc,54140W10
9902,10/31/2001,Odyssey Healthcare Inc,67611V10
9903,11/06/2001,Amerigroup Corp,03073T10
9904,11/13/2001,AMN Healthcare Services Inc,00174410
9905,11/13/2001,Advisory Board Co,00762W10
9906,11/13/2001,Fisher & Paykel Healthcare Ltd,33774M10
9907,11/14/2001,Weight Watchers International,94862610
9908,11/15/2001,Bam Entertainment Inc,05936110
9909,11/15/2001,DJ Orthopedics Inc,23325G10
9910,11/15/2001,Diversified Security Solutions,25533P10
9911,11/15/2001,Nuveen NC Div Adv Mun Fund 2,67071D104
9912,11/15/2001,Nuveen Real Estate Income Fund,67071B108
9913,11/16/2001,Microhelix Inc,59507X20
9914,11/16/2001,Nuveen VA Div Adv Mun Fund 2,67071C106
9915,11/20/2001,Magma Design Automation Inc,55918110
9916,11/21/2001,VCA Antech Inc,91819410
9917,11/27/2001,Blackrock Core Bond Trust,09249E101
9918,11/27/2001,Corporate High Yield Fund V,219931102
9919,11/29/2001,MCG Capital Corp.,58047P107
9920,12/05/2001,Aluminum Corp of China,02227610
9921,12/06/2001,Lawson Software Inc,52078010
9922,12/10/2001,Aramark Worldwide Corp,03852110
9923,12/10/2001,Converium Holding AG,21248N10
9924,12/11/2001,NetScreen Technologies Inc,64117V10
9925,12/12/2001,Centene Corp,15135B10
9926,12/12/2001,Nassda Corp,63172M10
9927,12/12/2001,Prudential Financial Inc,74432010
9928,12/13/2001,American Pharm Partners,02886P10
9929,12/13/2001,United Defense Industries Inc,91018B10
9930,12/14/2001,Bruker AXS Inc,11679P10
9931,12/14/2001,Northwest Biotherapeutics Inc,66737P10
9932,12/18/2001,Pimco Corporate Income Fund,72200U100
9933,01/28/2002,Alliance California Municipal,018546101
9934,01/28/2002,Alliance NY Municipal Fund Inc,018714105
9935,01/28/2002,Alliance National Municipal,01864U106
9936,01/28/2002,Synaptics Inc,87157D10
9937,01/31/2002,Carolina Group,54042420
9938,01/31/2002,ZymoGenetics Inc,98985T10
9939,02/04/2002,Sunoco Logistics Partners LP,86764L108
9940,02/07/2002,ManTech International Corp,56456310
9941,02/08/2002,Wimm Bill Dann Foods,97263M10
9942,02/12/2002,GameStop Corp,36466R10
9943,02/14/2002,Paypal Inc,70450810
9944,02/21/2002,Petco Animal Supplies Inc,71601620
9945,02/25/2002,Cohen & Steers Quality Income,19247L106
9946,02/26/2002,Integrated Defense Tech,45819B10
9947,02/27/2002,BlackRock Strategic Bond Trust,09249G106
9948,03/11/2002,Anteon International Corp,03674E10
9949,03/11/2002,WCI Communities Inc,92923C10
9950,03/13/2002,Asbury Automotive Group,04343610
9951,03/20/2002,Alcon Inc,H0130110
9952,03/21/2002,Travelers Property Casualty,89420G10
9953,03/25/2002,Nuveen AZ Div Adv Mun Fund 2,67071P107
9954,03/25/2002,Nuveen Conn Div Adv Mun Fund 2,67071R103
9955,03/25/2002,Nuveen Insured CA Div Adv Mun,67071M104
9956,03/25/2002,Nuveen Insured Dividend,67071L106
9957,03/25/2002,Nuveen Insured NY Div Mun Fund,67071N102
9958,03/25/2002,Nuveen NJ Div Adv Mun Fund 2,67071T109
9959,03/25/2002,Nuveen Ohio Div Adv Mun Fund 3,67071V104
9960,03/25/2002,Nuveen Pennsylvania Dividend,67071W102
9961,03/25/2002,WESTERN ASSET PREMIER BOND,957664105
9962,03/26/2002,MedSource Technologies Inc,58505Y10
9963,04/09/2002,Empire Financial Holdings Co,29165810
9964,04/12/2002,JetBlue Airways Corp,47714310
9965,04/12/2002,Ribapharm Inc,76253710
9966,04/18/2002,ExpressJet Holdings Inc,30218U10
9967,04/18/2002,Medical Staffing Network,58463F10
9968,04/23/2002,Heritage Ppty Invest Trust Inc,42725M107
9969,04/25/2002,BlackRock New York Municipal,09249P106
9970,04/25/2002,Blackrock California Municipal,09249J100
9971,04/25/2002,Blackrock Florida Municipal,09249K107
9972,04/25/2002,Blackrock Maryland Municipal,09249L105
9973,04/25/2002,Blackrock Municipal Bond Trust,09249H104
9974,04/25/2002,Blackrock New Jersey Municipal,09249A109
9975,04/25/2002,Blackrock Virginia Municipal,092481100
9976,04/25/2002,DOV Pharmaceutical Inc,25985810
9977,04/25/2002,Pioneer High Income Trust,72369H106
9978,04/30/2002,Premcor Inc,74045Q10
9979,05/03/2002,LIN Television Corp,53277410
9980,05/07/2002,Quinton Cardiology Systems Inc,74877310
9981,05/09/2002,Regal Entertainment Group,75876610
9982,05/16/2002,Aeropostale Inc,00786510
9983,05/16/2002,Dickie Walker Marine Inc,25313410
9984,05/16/2002,Verint Systems Inc,92343X10
9985,05/17/2002,Kyphon Inc,50157710
9986,05/21/2002,Computer Programs & Systems,20530610
9987,05/21/2002,MarkWest Energy Partners LP,57075910
9988,05/22/2002,Liquidmetal Technologies,53634X10
9989,05/23/2002,Altiris Inc,02148M10
9990,05/23/2002,Eon Labs Inc,29412E10
9991,05/23/2002,Netflix.com Inc,64110L10
9992,05/24/2002,SRA International Inc,78464R10
9993,05/28/2002,AIM Select Real Estate Income,00888R107
9994,05/28/2002,Macquarie Prologis Trust,
9995,05/30/2002,Overstock.com,69037010
9996,06/04/2002,Plumtree Software Inc,72940Q10
9997,06/04/2002,Veridian Corp,92342R20
9998,06/12/2002,Pacer International Inc,69373H10
9999,06/18/2002,Printcafe Software Inc,74256210
10000,06/20/2002,CTI Molecular Imaging Inc,22943D10
10001,06/24/2002,Biodelivery Sciences Int'l Inc,09060J20
10002,06/25/2002,Big 5 Sporting Goods,08915P10
10003,06/25/2002,Calamos Cvt Opp & Income Fund,128117108
10004,06/25/2002,Nuveen Quality Pref Inc Fund,67071S101
10005,06/26/2002,Hewitt Associates Inc,42822Q10
10006,06/26/2002,PIMCO California Municipal Inc,72200M108
10007,06/26/2002,PIMCO Municipal Income Fund II,72200W106
10008,06/26/2002,PIMCO New York Municipal,72200Y102
10009,06/27/2002,Inveresk Research Group Inc,46123810
10010,06/27/2002,MTC Technologies Inc,55377A10
10011,06/28/2002,Montana Mills Bread Co Inc,61207110
10012,07/01/2002,CIT Group Inc Del,12558110
10013,07/10/2002,Kirkland's Inc,49749810
10014,07/12/2002,Healthetech Inc,42221010
10015,07/18/2002,Red Robin Gourmet Burgers Inc,75689M10
10016,07/22/2002,Pacific Energy Partners LP,69422R10
10017,07/23/2002,Hyperion Strat Mortgage Income,44915C105
10018,07/24/2002,LeapFrog Enterprises Inc,52186N10
10019,07/25/2002,BlackRock CA Muni Income II,09249S100
10020,07/25/2002,BlackRock Muni Income II,09249N101
10021,07/25/2002,BlackRock NY Muni Income II,09249R102
10022,07/25/2002,Real Estate Income Fund Inc,755881109
10023,08/15/2002,Windrose Med Ppty Trust,973491103
10024,08/22/2002,John Hancock Preferred Income,41013W108
10025,08/27/2002,Cohen & Steers Premium Income,19247V104
10026,08/27/2002,Eaton Vance Ins CA Mun Bnd Fnd,27828A100
10027,08/27/2002,Eaton Vance Insured Muni Fund,27827X101
10028,08/27/2002,Eaton Vance Insured New York,27827Y109
10029,09/23/2002,Nuveen Quality Pref Inc Fund 2,67072C105
10030,09/24/2002,Neuberger Berman Cali  Fund,64123C101
10031,09/24/2002,Neuberger Berman Intermediate,64124P101
10032,09/24/2002,Neuberger Berman NY Fund,64124K102
10033,09/25/2002,Nuveen Arizona Dividend,67072E101
10034,09/25/2002,Nuveen Conn Div Adv Mun Fund 3,67071Y108
10035,09/25/2002,Nuveen GA Div Adv Mun Fund 2,67072B107
10036,09/25/2002,Nuveen Maryland Dividend,67072A109
10037,09/25/2002,Nuveen North Carolina Fund 3,67072D103
10038,10/09/2002,Montpelier Re Holdings Ltd,G6218510
10039,10/10/2002,Enbridge Energy Management LLC,29250X10
10040,10/10/2002,Natural Resource Partners LP,63900P10
10041,10/10/2002,Newcastle Investment Corp,
10042,10/15/2002,Dicks Sporting Goods Inc,25339310
10043,10/15/2002,Taylor Capital Group Inc,87685110
10044,10/21/2002,Natural Gas Services Group Inc,63886Q10
10045,10/21/2002,USI Holdings Corp,90333H10
10046,10/25/2002,Wynn Resorts Ltd,98313410
10047,10/28/2002,Blackrock Cali Insured Muni,092484104
10048,10/28/2002,Blackrock Florida Insured Muni,09250G102
10049,10/28/2002,Blackrock Insured Muni Income,092479104
10050,10/28/2002,Blackrock NY Insured Muni,09249U105
10051,10/28/2002,PIMCO California Municipal III,72201C109
10052,10/28/2002,PIMCO New York Municipal 3,72201E105
10053,10/28/2002,Pimco Municipal Income III,72201A103
10054,10/28/2002,Platinum Underwriters Holdings,G7127P10
10055,10/28/2002,Scudder RREEF Real Estate Fund,81119Q100
10056,10/30/2002,First  Amer MN Muni Fund II,31849P104
10057,11/01/2002,Martin Midstream Partners LP,57333110
10058,11/05/2002,Harrington West Financial Grp,41383L10
10059,11/07/2002,China Telecommunications,16942610
10060,11/07/2002,Portfolio Recovery Associates,73640Q10
10061,11/07/2002,Wellchoice,94947510
10062,11/11/2002,SI International,78427V10
10063,11/14/2002,Constar International,21036U10
10064,11/19/2002,Impac Medical Systems,45255A10
10065,11/21/2002,Cosi,22122P10
10066,11/21/2002,Nuveen Insured California Tax,670651108
10067,11/21/2002,Nuveen Insured Florida Tax,670655109
10068,11/21/2002,Nuveen Insured Massachusetts,67072F108
10069,11/21/2002,Nuveen Insured New York Tax,670656107
10070,11/21/2002,Nuveen Insured Tax Free Fund,670657105
10071,11/21/2002,Safety Insurance Group,78648T10
10072,11/25/2002,AEW Real Estate Income Fund,00104H107
10073,11/25/2002,Eaton Vance Ins CA Mun Fnd I,27828C106
10074,11/25/2002,Eaton Vance Ins Mun Bd Fd II,27827K109
10075,11/25/2002,Eaton Vance Ins NY Muni I,27828T109
10076,11/25/2002,Eaton Vance Insured Florida,27828E102
10077,11/25/2002,Eaton Vance Insured Mass Muni,27828K108
10078,11/25/2002,Eaton Vance Insured Michigan,27828M104
10079,11/25/2002,Eaton Vance Insured New Jersey,27828R103
10080,11/25/2002,Eaton Vance Insured Ohio,27828L106
10081,11/25/2002,Eaton Vance Insured PA Muni,27828W102
10082,11/25/2002,John Hancock Pref Inc Fund II,41013X106
10083,11/25/2002,Neuberger Berman Real Estate,64126D106
10084,12/06/2002,Chicago Mercantile Exchange,16776010
10085,12/11/2002,Seagate Technology,G7945J10
10086,12/12/2002,Crosstex Energy LP,22765U10
10087,12/18/2002,Commercial Capital Bancorp,20162L10
10088,12/18/2002,Nuveen Quality Pref Inc Fund 3,67072W101
10089,12/18/2002,VistaCare,92839Y10
10090,12/19/2002,Federated Premier Intermediate,31423M105
10091,12/19/2002,Federated Premier Municipal,31423P108
10092,12/19/2002,Ohio Legacy Corp.,67739910
10093,12/23/2002,PIMCO Corp Opp Fund,72201B101
10094,01/28/2003,F&C Claymore Preferred Fund,30236V104
10095,02/10/2003,Bancshares of Florida Inc,05976U102
10096,02/11/2003,Infinity Prop & Casualty Corp,45665Q103
10097,02/14/2003,Accredited Home Lenders,00437P107
10098,02/25/2003,Blackrock Preferred Opp Trust,09249V103
10099,02/26/2003,Evergreen Income Adv Fund,30023Y105
10100,02/27/2003,Endurance Specialty Holdings,G30397106
10101,03/03/2003,Telkom SA Ltd,879603108
10102,03/25/2003,Preferred Income Strat Fund,74038E100
10103,03/26/2003,Nicholas-Applegate Cvt Inc Fd,65370F101
10104,03/26/2003,Nuveen Pref and Conv Fund,67073B106
10105,04/24/2003,Neuberger Berman Real Inc Fund,64126G109
10106,04/24/2003,PIMCO High Income Fund,722014107
10107,04/29/2003,Advent Claymore Conv Sec Fund,00764C109
10108,05/12/2003,iPayment Inc,46262E105
10109,05/15/2003,Redline Performance Inc,75763Q101
10110,05/27/2003,Calamos Cvt and High Inc Fund,12811P108
10111,05/27/2003,Corporate High Yield Fund VI,219932100
10112,05/27/2003,Eaton Vance Limited Duration,27828H105
10113,06/11/2003,FormFactor Inc,346375108
10114,06/12/2003,First Trst Value Line 100 Fund,33735D104
10115,06/16/2003,John Hancock Pref Inc Fund III,41021P103
10116,06/24/2003,American Finl Realty Trust,02607P305
10117,06/24/2003,Cohen & Steers REIT Pref Fund,19247X100
10118,06/24/2003,Maguire Properties,559775101
10119,06/24/2003,Neuberger Berman Inc Opp Fund,64126L108
10120,06/24/2003,RMK High Income Fund Inc,74963B105
10121,06/25/2003,Evergreen Managed Income,30024Y104
10122,06/25/2003,Nuveen Pref & Con Inc Fd II,67073D102
10123,07/01/2003,Axis Capital Holdings Ltd,G0692U109
10124,07/01/2003,Molina Healthcare Inc,60855R100
10125,07/09/2003,Digital Theater Systems Inc,25389G102
10126,07/16/2003,InterVideo Inc,46114Y101
10127,07/17/2003,Pioneer Muni High Inc Trust,723763108
10128,07/23/2003,Integrated Alarm Services,45890M109
10129,07/23/2003,Ipass Inc,46261V108
10130,07/28/2003,Blackrock Ltd Duration Inc Tr,09249W101
10131,07/28/2003,Leh Bros First Trust Opp Fund,525178109
10132,07/28/2003,Nich-Apple Conv & Inc Fd II,65370G109
10133,07/28/2003,Salomon Bros Global High Yield,79550G102
10134,07/29/2003,Muni Intermediate Duration,62618U107
10135,07/29/2003,Muni New York Intermediate,62618T100
10136,07/29/2003,Preferred & Corporate Income,74039B105
10137,07/30/2003,NETGEAR Inc,64111Q104
10138,07/31/2003,Citadel Broadcasting Corp,17285T106
10139,08/06/2003,Capitalsource Inc,14055X102
10140,08/11/2003,Direct General Corp,25456W204
10141,08/12/2003,Gladstone Commercial Corp,376536108
10142,08/12/2003,Texas Capital Bancshares Inc,88224Q107
10143,08/18/2003,Providence Service Corp,743815102
10144,08/25/2003,Ashford Hospitality Trust Inc,044103109
10145,08/25/2003,Millstream Acquisition Corp,
10146,08/26/2003,First Trust Val Line Div Fund,33735A100
10147,08/26/2003,Flaherty & Crumrine/Claymore,338479108
10148,08/26/2003,Frank Temp Lim Dur Inc Trust,35472T101
10149,08/26/2003,MBIA Cap/Claymore Managed,55266X100
10150,08/26/2003,Pimco Floating Rate Income,72201H108
10151,08/26/2003,Scudder RREEF REIT Fund II Inc,81119R108
10152,09/17/2003,National Financial Partners,63607P208
10153,09/18/2003,Sigmatel Inc,82661W107
10154,09/23/2003,AMIS Holdings,031538101
10155,09/23/2003,Journal Co,481130102
10156,09/24/2003,Anchor Glass Container Corp,03304B300
10157,09/24/2003,RedEnvelope Inc,75733R106
10158,09/25/2003,BlackRock Florida Mun 2020,09250M109
10159,09/25/2003,BlackRock Municipal 2020 Term,09249X109
10160,09/25/2003,Eaton Vance Tax Advantaged Div,27828G107
10161,09/25/2003,First Trust/Four Corners Sen,33733Q107
10162,09/25/2003,Nuveen Diversified Dividend,6706EP105
10163,09/25/2003,Western Asset/Claymore US Trs,95766Q106
10164,09/26/2003,ING Clarion RE Income Fund,44978810
10165,10/02/2003,LKQ Corp,501889109
10166,10/07/2003,Acusphere Inc,00511R870
10167,10/09/2003,DigitalNet Holdings Inc,25389B103
10168,10/15/2003,Pioneer Municipal High Income,723762100
10169,10/16/2003,Advancis Pharmaceutical Corp,00764L109
10170,10/23/2003,Carters Inc,146229109
10171,10/23/2003,First Potomac Realty Trust,33610F109
10172,10/28/2003,Floating Rate Income Fund Inc,339735102
10173,10/28/2003,Neuberger Berman RE Sec Inc Fd,64190A103
10174,10/29/2003,CancerVax Corp,13738Y107
10175,10/29/2003,Centennial Specialty Food,15136810
10176,10/29/2003,Genitope Corp,37229P507
10177,10/29/2003,Myogen Inc,62856E104
10178,10/30/2003,First Marblehead Corp,320771108
10179,10/30/2003,Overnite Corporation,690322102
10180,11/05/2003,Coast Financial Holdings Inc,190354100
10181,11/05/2003,NitroMed Inc,654798503
10182,11/05/2003,Pharmion Corp,71715B409
10183,11/06/2003,Quality Distribution Inc,74756M102
10184,11/11/2003,Marlin Business Services Inc,571157106
10185,11/12/2003,Tessera Technologies Inc,88164L100
10186,11/13/2003,LECG Corp,523234102
10187,11/19/2003,Callidus Software Inc,13123E500
10188,11/19/2003,NUVEEN MUNICIPAL HIGH INC OP F,67068210
10189,11/19/2003,Whiting Petroleum Holdings Inc,966387102
10190,11/20/2003,Buffalo Wild Wings Inc,119848109
10191,11/24/2003,Conn's Inc,208242107
10192,11/24/2003,Eaton Vance Floating Rate,27828Q105
10193,11/24/2003,Gabelli Dividend & Inc Trust,36242H104
10194,11/24/2003,Nexstar Broadcasting Group Inc,65336K103
10195,11/24/2003,Pinnacle Airlines Corp,723443107
10196,11/24/2003,Sirva Inc.,82967Y104
10197,11/25/2003,Open Solutions Inc,68371P102
10198,11/25/2003,Synnex Information Tech Inc,87162W100
10199,12/01/2003,Salomon Brothers Emerging Mkts,79550E107
10200,12/03/2003,Amer Equity Investment Life,025676206
10201,12/03/2003,Aspen Insurance Holdings Ltd,G05384105
