,Unnamed: 0,offer date,IPO name,CUSIP,SPAC IPO 
7823,7918,03/19/1997,Fieldworks Inc,31659P103,0
7824,7919,03/20/1997,Genisys Reservation Systems,372299107,0
7825,7920,03/20/1997,Jenna Lane Inc,476142104,0
7826,7921,03/20/1997,Omniquip International Inc,681969101,0
7827,7922,03/20/1997,PalEx Inc,696368109,0
7828,7923,03/20/1997,Physicians Specialty Corp,718934102,0
7829,7924,03/21/1997,Cell Therapeutics Inc,150934107,0
7830,7925,03/24/1997,Intrawest Corp,460915200,0
7831,7926,03/25/1997,Hamilton Bancorp,407013101,0
7832,7927,03/26/1997,Asia Pacific Wire & Cable Corp,G0535E106,0
7833,7928,03/26/1997,Chicago Bridge and Iron Co NV,N19808109,0
7834,7929,03/26/1997,IAT Multimedia Inc,449202100,0
7835,7930,03/27/1997,AHL Services Inc,001296102,0
7836,7931,04/03/1997,Commodore Separation Tech,202909107,0
7837,7932,04/03/1997,Gulf Island Fabrication Inc,402307102,0
7838,7933,04/03/1997,Objective Communication Inc,674421102,0
7839,7934,04/07/1997,e-NET Inc,268745106,0
7840,7935,04/08/1997,Nexar Technologies Inc,65332P106,0
7841,7936,04/08/1997,Peregrine Systems Inc,71366Q101,0
7842,7937,04/09/1997,Meade Instruments Corp,583062104,0
7843,7938,04/09/1997,Scoop Inc,809136104,0
7844,7939,04/10/1997,BEA Systems Inc,073325102,0
7845,7940,04/10/1997,Frost Hanna Capital Group Inc,359250107,0
7846,7941,04/10/1997,Valley National Gases Inc,919792101,0
7847,7942,04/11/1997,AccelGraphics Inc,00430P104,0
7848,7943,04/14/1997,Take-Two Interactive Software,874054109,0
7849,7944,04/15/1997,ASI Solutions Inc,00206F108,0
7850,7945,04/15/1997,Cornerstone Properties Inc,21922H103,0
7851,7946,04/16/1997,DeCrane Aircraft Holdings Inc,243662103,0
7852,7947,04/16/1997,Wheels Sports Group Inc,963278106,0
7853,7948,04/17/1997,D.G. Jewellery of Canada Ltd,23321U107,0
7854,7949,04/17/1997,Essex International,297025108,0
7855,7950,04/17/1997,ONSALE Inc,682838107,0
7856,7951,04/18/1997,Cornerstone Realty Income Tr,21922V102,0
7857,7952,04/21/1997,Dunn Computer Corporation,265764100,0
7858,7953,04/23/1997,Go2Net Inc,383486107,0
7859,7954,04/24/1997,Hertz Corp,428040109,0
7860,7955,04/24/1997,Univec Inc,91335U108,0
7861,7956,04/25/1997,Bionx Implants Inc,09064Q106,0
7862,7957,04/25/1997,General Credit Corp,369451109,0
7863,7958,04/28/1997,Long Beach Financial,542446109,0
7864,7959,04/29/1997,International CompuTex Inc,459337101,0
7865,7960,04/29/1997,MuniHoldings Fund Inc,62625H107,0
7866,7961,04/30/1997,All Communications Corporation,016628109,0
7867,7962,04/30/1997,DOCdata(Koninklijke Begemann),25608A100,0
7868,7963,04/30/1997,Flagstar Bancorp Inc,337930101,0
7869,7964,04/30/1997,Weider Nutrition International,948603105,0
7870,7965,05/01/1997,Brookdale Living Communities,112462106,0
7871,7966,05/02/1997,DTM Corp,23333L103,0
7872,7967,05/02/1997,Marine Management Systems Inc,568278105,0
7873,7968,05/06/1997,HomeCom Communications Inc,43738N108,0
7874,7969,05/06/1997,Kaynar Technologies Inc,486605108,0
7875,7970,05/07/1997,Journal Register Co,481138105,0
7876,7971,05/08/1997,Brigham Exploration Co,109178103,0
7877,7972,05/08/1997,Great Lakes REIT Inc,390752103,0
7878,7973,05/09/1997,2Connect Express Inc,901860205,0
7879,7974,05/09/1997,Knoll Inc,498904101,0
7880,7975,05/12/1997,Augment Systems Inc,051058105,0
7881,7976,05/13/1997,ASD Group Inc,001988104,0
7882,7977,05/13/1997,Rambus Inc,750917106,0
7883,7978,05/14/1997,Hawaiian Natural Water Company,419883103,0
7884,7979,05/14/1997,PC411 Inc,70453T101,0
7885,7980,05/15/1997,Amazon.com Inc,023135106,0
7886,7981,05/15/1997,First Sierra Financial Inc,335944104,0
7887,7982,05/15/1997,General Cable Corp,369300108,0
7888,7983,05/15/1997,LHS Group Inc,501938104,0
7889,7984,05/15/1997,Westfield America Inc,095991010,0
7890,7985,05/16/1997,Pivot Rules Inc,725810204,0
7891,7986,05/19/1997,G Willi-Food International,M52523103,0
7892,7987,05/19/1997,Lexington Healthcare Group,52909K108,0
7893,7988,05/21/1997,Hartford Life,416592103,0
7894,7989,05/21/1997,Healthcare Recoveries Inc,42220K101,0
7895,7990,05/21/1997,MER Telemanagement Solutions,M69676100,0
7896,7991,05/21/1997,NEI Webworld Inc,629077108,0
7897,7992,05/21/1997,Summit Holding Southeast Inc,866078108,0
7898,7993,05/22/1997,Apple Orthodontix Inc,037849106,0
7899,7994,05/27/1997,Alexandria RE Equities Inc,015271109,0
7900,7995,05/27/1997,CFI Mortgage Inc,12526J108,0
7901,7996,05/27/1997,Carey International Inc,141750109,0
7902,7997,05/27/1997,Debt Strategies Fund Inc,242768109,0
7903,7998,05/27/1997,Wilsons The Leather Experts,972463103,0
7904,7999,05/28/1997,DSI Toys Inc,232968107,0
7905,8000,05/29/1997,Ascent Pediatrics Inc,04362X101,0
7906,8001,05/29/1997,NetSpeak Corp,64115D109,0
7907,8002,05/29/1997,Ryanair Holdings Limited,783513104,0
7908,8003,05/30/1997,American Retirement Corp,028913101,0
7909,8004,05/30/1997,Dessauer Global Equity Fund,250905106,0
7910,8005,06/03/1997,AntiVirals Inc,037184207,0
7911,8006,06/03/1997,RF Micro Devices Inc,749941100,0
7912,8007,06/04/1997,Melita International Corp,585493109,0
7913,8008,06/04/1997,Pameco Corp,697934107,0
7914,8009,06/05/1997,Cardima Inc,14147M106,0
7915,8010,06/05/1997,PSW Technologies Inc,69364J103,0
7916,8011,06/05/1997,Silverleaf Resorts Inc,828395103,0
7917,8012,06/06/1997,Conserver Corp of America,208484113,0
7918,8013,06/09/1997,Iridium World Communications,G49398103,0
7919,8014,06/09/1997,Santa Fe International Corp,G7805C108,0
7920,8015,06/10/1997,Compu-Dawn Inc,20476A100,0
7921,8016,06/10/1997,HTE Inc,403926108,0
7922,8017,06/10/1997,JetFax Inc,476909106,0
7923,8018,06/10/1997,Peapod Inc,704718105,0
7924,8019,06/11/1997,Polo Ralph Lauren Corp,731572103,0
7925,8020,06/11/1997,Racing Champions Inc,750069106,0
7926,8021,06/12/1997,IWL Communications Inc,450920103,0
7927,8022,06/12/1997,Maximus Inc,577933104,0
7928,8023,06/12/1997,OptiSystems Solutions Ltd,M75252102,0
7929,8024,06/12/1997,Star Telecommunications Inc,854923109,0
7930,8025,06/13/1997,Waste Industries Inc,941058109,0
7931,8026,06/16/1997,EDP-Electricidade de Portugal,268353109,0
7932,8027,06/17/1997,Boston Properties Inc,101121101,0
7933,8028,06/17/1997,Genesys Telecommun Labs,371931106,0
7934,8029,06/17/1997,ORBIT/FR,685929101,0
7935,8030,06/17/1997,SysComm International Corp,871942108,0
7936,8031,06/17/1997,inTEST Corporation,461147100,0
7937,8032,06/18/1997,ARM Financial Group Inc,001944104,0
7938,8033,06/18/1997,Aris Corp,04040A101,0
7939,8034,06/18/1997,New Era of Networks Inc,644312100,0
7940,8035,06/18/1997,Simulations Plus Inc,829214105,0
7941,8036,06/18/1997,StarTek Inc,85569C107,0
7942,8037,06/19/1997,Aurora Biosciences Corp,051920106,0
7943,8038,06/19/1997,Great Plains Software Inc,39119E105,0
7944,8039,06/19/1997,Laser Power Corp,51806K104,0
7945,8040,06/19/1997,MAS Technology Ltd,55263A103,0
7946,8041,06/19/1997,Professional Transportation,742963101,0
7947,8042,06/19/1997,RWD Technologies Inc,74975B101,0
7948,8043,06/20/1997,Metrika Systems Corp,59159M106,0
7949,8044,06/20/1997,Peak International Ltd,0G6958610,0
7950,8045,06/23/1997,Beijing Yanhua Petrochemical,07725N108,0
7951,8046,06/23/1997,Domain Energy Corporation,257027102,0
7952,8047,06/23/1997,Qwest Communications Corp,749121109,0
7953,8048,06/24/1997,Acorn Products Inc,004857108,0
7954,8049,06/24/1997,"Life Financial Corp, CA",53184P101,0
7955,8050,06/24/1997,Quinenco SA,748718103,0
7956,8051,06/24/1997,Saxton Inc,805630100,0
7957,8052,06/24/1997,Waterlink Inc,94155N105,0
7958,8053,06/25/1997,3Dfx Interactive Inc,88553X103,0
7959,8054,06/25/1997,New Century Financial Corp,64352D101,0
7960,8055,06/25/1997,Staff Leasing,852381102,0
7961,8056,06/26/1997,800-JR Cigar Inc,282491109,0
7962,8057,06/26/1997,JLK Direct Distribution Inc,46621C105,0
7963,8058,06/26/1997,Robocom Systems Inc,771062106,0
7964,8059,06/27/1997,Advanced Communication Systems,00750X109,0
7965,8060,06/27/1997,Comfort Systems USA Inc,199908104,0
7966,8061,06/27/1997,Kids Stuff Inc,49380U100,0
7967,8062,06/30/1997,Hanover Compressor,410768105,0
7968,8063,06/30/1997,Heska Corp,42805E108,0
7969,8064,06/30/1997,Pierce Leahy Corp,720722107,0
7970,8065,06/30/1997,Schuff Steel Co,808156103,0
7971,8066,07/01/1997,Cal Dive International Inc,127914109,0
7972,8067,07/01/1997,ChromaVision Medical Systems,17111P104,0
7973,8068,07/01/1997,LAI Worldwide Inc,050171810,0
7974,8069,07/01/1997,Schick Technologies Inc,806683108,0
7975,8070,07/01/1997,SpectRx Inc,847635109,0
7976,8071,07/01/1997,TSI International Software Ltd,872879101,0
7977,8072,07/02/1997,8x8 Inc,282912104,0
7978,8073,07/02/1997,Centennial HealthCare Corp,150937100,0
7979,8074,07/02/1997,Coinstar Inc,19259P300,0
7980,8075,07/02/1997,Peritus Software Services Inc,714006103,0
7981,8076,07/02/1997,Transcend Therapeutics Inc,89353T102,0
7982,8077,07/02/1997,Vista Medical Technologies Inc,928369107,0
7983,8078,07/03/1997,Hagler Bailly Inc,405183104,0
7984,8079,07/07/1997,Allstar Systems Inc,019892108,0
7985,8080,07/07/1997,Equity Office Properties Trust,294741103,0
7986,8081,07/08/1997,Axiom Inc,054603105,0
7987,8082,07/08/1997,HORIZON Pharmacies Inc,439902107,0
7988,8083,07/08/1997,World of Science Inc,981500109,0
7989,8084,07/09/1997,Telegroup Inc,879422103,0
7990,8085,07/10/1997,Apollo International of Dela,037613106,0
7991,8086,07/10/1997,InfoCure Corp,45665A108,0
7992,8087,07/10/1997,Metals USA Inc,591324108,0
7993,8088,07/11/1997,At Home Corp,045919107,0
7994,8089,07/14/1997,SulzerMedica(Gebrueder Sulzer),865580104,0
7995,8090,07/15/1997,CCA Prison Realty Trust,12486R108,0
7996,8091,07/15/1997,Home Security International,437333107,0
7997,8092,07/17/1997,Bank of the Ozarks,063904106,0
7998,8093,07/17/1997,Capital Beverage Corp,139818108,0
7999,8094,07/17/1997,LaSalle Partners Inc,51802H105,0
8000,8095,07/17/1997,Monarch Dental Corp,609044102,0
8001,8096,07/17/1997,Total Entertainment Restaurant,89150E100,0
8002,8097,07/18/1997,Ionica Group Plc,46221N105,0
8003,8098,07/21/1997,Friede Goldman International,358430106,0
8004,8099,07/22/1997,Creative Host Services Inc,22527P102,0
8005,8100,07/22/1997,RIT Technologies Ltd,M8215N109,0
8006,8101,07/22/1997,Travel Services International,894169101,0
8007,8102,07/23/1997,Excelsior-Henderson Motorcycle,300906104,0
8008,8103,07/23/1997,JLM Industries Inc,46621D103,0
8009,8104,07/23/1997,Novel Denim Holdings Ltd,G6674P109,0
8010,8105,07/23/1997,Trailer Bridge Inc,892782103,0
8011,8106,07/24/1997,CMP Media Inc,125891101,0
8012,8107,07/24/1997,Galileo International,363547100,0
8013,8108,07/24/1997,Scheid Vineyards Inc,806403101,0
8014,8109,07/25/1997,China Southern Airlines Co Ltd,169409109,0
8015,8110,07/28/1997,Bioreliance Corp,090951104,0
8016,8111,07/28/1997,Galileo Technology Inc,0M4729810,0
8017,8112,07/28/1997,Net.B@NK Inc,640933107,0
8018,8113,07/29/1997,Corsair Communications Inc,220406102,0
8019,8114,07/30/1997,@Entertainment Inc,045920105,0
8020,8115,07/30/1997,American Champion,025119108,0
8021,8116,07/30/1997,Azurel Ltd,055013106,0
8022,8117,07/30/1997,Information Management Assocs,456923101,0
8023,8118,07/30/1997,Vestcom International Inc,924904105,0
8024,8119,07/30/1997,Visual Data Corp,928428200,0
8025,8120,07/31/1997,Continental Natural Gas Inc,211789102,0
8026,8121,07/31/1997,EDAP SA,268311107,0
8027,8122,08/01/1997,Concentric Network Corp,20589R107,0
8028,8123,08/01/1997,Mike's Original Inc,598903102,0
8029,8124,08/04/1997,Hall Kinion & Associates Inc,406069104,0
8030,8125,08/04/1997,Ocular Sciences Inc,675744106,0
8031,8126,08/05/1997,Eagle Geophysical Inc,269524104,0
8032,8127,08/05/1997,IMH Commercial Holdings Inc,044968J10,0
8033,8128,08/06/1997,Carrizo Oil & Gas Inc,144577103,0
8034,8129,08/06/1997,Pegasus Systems Inc,705906105,0
8035,8130,08/06/1997,Progenitor(Internueron Pharms),743188104,0
8036,8131,08/06/1997,QAD Inc,74727D108,0
8037,8132,08/07/1997,Denison International,248335101,0
8038,8133,08/07/1997,GlobeComm Systems Inc,37956X103,0
8039,8134,08/07/1997,Hyseq Inc,449163302,0
8040,8135,08/07/1997,Ispat International,464899103,0
8041,8136,08/07/1997,Pan Pacific Ret Ppty Inc,69806L104,0
8042,8137,08/08/1997,A Consulting Team Inc,000881102,0
8043,8138,08/08/1997,Innova Corp,45766A106,0
8044,8139,08/08/1997,Omtool Ltd(ASA International),681974101,0
8045,8140,08/08/1997,Warner Chilcott PLC,934435207,0
8046,8141,08/11/1997,Computer Motion Inc,205253107,0
8047,8142,08/11/1997,Fine.com Corp,317823102,0
8048,8143,08/12/1997,CorporateFamily Solutions Inc,22003R101,0
8049,8144,08/12/1997,Organic Food Products Inc,685928103,0
8050,8145,08/12/1997,Syntel Inc,87162H103,0
8051,8146,08/13/1997,On Stage Entertainment,68219Q106,0
8052,8147,08/13/1997,Sterigenics International Inc,85915R105,0
8053,8148,08/14/1997,Aehr Test Systems Inc,00760J108,0
8054,8149,08/14/1997,Discas Inc,254607104,0
8055,8150,08/14/1997,International Isotopes Inc,45972C102,0
8056,8151,08/14/1997,SL Green Realty Corp,78440X101,0
8057,8152,08/14/1997,TV Azteca,901145102,0
8058,8153,08/14/1997,Trendwest Resorts,894917103,0
8059,8154,08/15/1997,LeukoSite Inc,52728R102,0
8060,8155,08/18/1997,Clearview Cinema Group Inc,185070109,0
8061,8156,08/18/1997,Positron Fiber Systems Corp,737398107,0
8062,8157,08/18/1997,Vision Twenty-One Inc,92831N101,0
8063,8158,08/19/1997,U S Liquids Inc,902974104,0
8064,8159,08/20/1997,CTB International Corp,125960104,0
8065,8160,08/21/1997,OrthAlliance Inc,687913103,0
8066,8161,08/21/1997,Premium Cigars International,740588108,0
8067,8162,08/22/1997,INSpire Insurance Solutions,457732105,0
8068,8163,08/22/1997,Kendle International Inc,48880L107,0
8069,8164,08/22/1997,North Atlantic Acquisition,657289302,0
8070,8165,08/22/1997,Telepartner AS,87944B200,0
8071,8166,08/27/1997,Authentic Specialty Foods Inc,05266E107,0
8072,8167,08/27/1997,ExecuStay Corp,30150K100,0
8073,8168,08/28/1997,Notify Corporation,669956203,0
8074,8169,08/29/1997,American Capital Strategies,002493710,0
8075,8170,09/03/1997,Compass Plastics,203915103,0
8076,8171,09/05/1997,AutoCyte Inc,052768108,0
8077,8172,09/11/1997,Signature Eyewear Inc,826918104,0
8078,8173,09/12/1997,Castle Dental Centers Inc,14844P105,0
8079,8174,09/15/1997,Hanover Capital Mortgage,410761100,0
8080,8175,09/15/1997,MegaBios Corp,58515T102,0
8081,8176,09/15/1997,NewCom Inc,651093106,0
8082,8177,09/16/1997,Box Hill Systems Corp,10316R108,0
8083,8178,09/16/1997,MuniHoldings California,625929104,0
8084,8179,09/16/1997,MuniHoldings New York Insured,625931100,0
8085,8180,09/16/1997,SpectruMedix Corp,84763K106,0
8086,8181,09/17/1997,FARO Technologies Inc,311642102,0
8087,8182,09/17/1997,Security Capital Group Inc,81413P204,0
8088,8183,09/18/1997,Children's Place Retail Stores,168905107,0
8089,8184,09/18/1997,Coyote Sports Inc,224071100,0
8090,8185,09/18/1997,Il Fornaio Corp,451926109,0
8091,8186,09/18/1997,Industrias Bachoco,456463108,0
8092,8187,09/18/1997,Piranha Interactive Publishing,724251103,0
8093,8188,09/18/1997,UNIFAB International Inc,90467L100,0
8094,8189,09/19/1997,International Total Services,460499106,0
8095,8190,09/19/1997,Nevstar Gaming Corporation,64156G102,0
8096,8191,09/19/1997,ProBusiness Services Inc,742674104,0
8097,8192,09/22/1997,First International Bancorp,32054Q100,0
8098,8193,09/22/1997,Isonics Corp,464895101,0
8099,8194,09/23/1997,Avis Rent A Car Inc,053790101,0
8100,8195,09/23/1997,Boron LePore & Associates Inc,10001P102,0
8101,8196,09/23/1997,EduTrek International Inc,28164K108,0
8102,8197,09/23/1997,Industrial Distribution Group,456061100,0
8103,8198,09/23/1997,JD Edwards & Company,281667105,0
8104,8199,09/23/1997,MuniHoldings Florida Insured,62624W105,0
8105,8200,09/23/1997,Retrospettiva,761300102,0
8106,8201,09/23/1997,Tefron Ltd,M87482101,0
8107,8202,09/24/1997,Asia Electronics Holding Co,004516K10,0
8108,8203,09/24/1997,BridgeStreet Accommodations,108452103,0
8109,8204,09/24/1997,DIDAX Inc,253624104,0
8110,8205,09/24/1997,RADCOM Ltd,M81865103,0
8111,8206,09/24/1997,Star Buffet Inc,855086104,0
8112,8207,09/25/1997,ACS Electronics Ltd,0M0177010,0
8113,8208,09/25/1997,Advantage Learning System Inc,00757K100,0
8114,8209,09/25/1997,Big Dog Holdings Inc,089128102,0
8115,8210,09/25/1997,Pervasive Software Inc,715710109,0
8116,8211,09/25/1997,"Prime Bancshares Inc, Texas",74157H108,0
8117,8212,09/26/1997,"Heartland Bancshares Inc, IN",42234A107,0
8118,8213,09/26/1997,Network Solutions Inc(SAIC),64121Q102,0
8119,8214,09/26/1997,NextLink Communications Inc,65333H707,0
8120,8215,09/29/1997,Bell Canada International Inc,077914109,0
8121,8216,09/29/1997,Gulf Indonesia Resources,402284103,0
8122,8217,09/29/1997,Recovery Network Inc,75627A201,0
8123,8218,09/30/1997,Best Software Inc,086579109,0
8124,8219,09/30/1997,Engel General Developers Ltd,M40515104,0
8125,8220,09/30/1997,Ivex Packaging Corp,465855104,0
8126,8221,09/30/1997,Omega Research Inc,68211E101,0
8127,8222,09/30/1997,Power-One Inc,739308104,0
8128,8223,09/30/1997,RSL Communications Ltd,G7702U102,0
8129,8224,10/01/1997,Corixa Corp,21887F100,0
8130,8225,10/01/1997,OSI Systems Inc,671044105,0
8131,8226,10/01/1997,Omega Orthodontics Inc,681973103,0
8132,8227,10/01/1997,Petersen Companies Inc,716335104,0
8133,8228,10/01/1997,SPR Inc,784922106,0
8134,8229,10/01/1997,Securacom Inc,813912102,0
8135,8230,10/02/1997,Cognicase Inc,192423101,0
8136,8231,10/06/1997,SCM Microsystems Inc,784018103,0
8137,8232,10/07/1997,Distribucion y Servicio,254753106,0
8138,8233,10/07/1997,Jevic Transportation Inc,47719P107,0
8139,8234,10/07/1997,Logility Inc,54140Y103,0
8140,8235,10/07/1997,Microcell Telecommunications,59501T304,0
8141,8236,10/07/1997,Trimeris Inc,896263100,0
8142,8237,10/08/1997,American Italian Pasta Co,027070101,0
8143,8238,10/08/1997,Annaly Mortgage Management Inc,003571040,0
8144,8239,10/08/1997,Renex Corp,759683105,0
8145,8240,10/09/1997,A C Moore Arts & Crafts Inc,00086T103,0
8146,8241,10/09/1997,Banco Rio de la Plata SA,059644104,0
8147,8242,10/09/1997,Startec Global Communications,85569E103,0
8148,8244,10/09/1997,USA Floral Products Inc,90331T107,0
8149,8245,10/10/1997,Intelligent Polymers Ltd,45815V200,0
8150,8246,10/10/1997,Intercorp Excelle Inc,458651106,0
8151,8247,10/10/1997,Kofax Image Products,500200100,0
8152,8248,10/10/1997,National Research Corp,637372103,0
8153,8249,10/10/1997,Stoneridge Inc,86183P102,0
8154,8250,10/10/1997,Track 'n Trail Inc,891924102,0
8155,8251,10/14/1997,Healthcore Medical Solutions,42220B200,0
8156,8252,10/15/1997,CH Robinson Worldwide Inc,12541W100,0
8157,8253,10/15/1997,Concord Communications Inc,206186108,0
8158,8254,10/16/1997,China Telecom(Hong Kong),169428109,0
8159,8256,10/16/1997,Mac-Gray Corporation,554153106,0
8160,8257,10/16/1997,Vari Lite International Inc,922152103,0
8161,8258,10/17/1997,N2K Inc,629427105,0
8162,8259,10/20/1997,France Telecom SA(France),035177Q10,0
8163,8260,10/20/1997,Neutral Posture Ergonomics Inc,64125E105,0
8164,8261,10/20/1997,Petroglyph Energy Inc,71649C101,0
8165,8262,10/20/1997,Toymax International Inc,892268103,0
8166,8263,10/21/1997,Rock of Ages Corp,772632105,0
8167,8264,10/22/1997,Ameripath Inc,03071D109,0
8168,8265,10/22/1997,Audio Book Club Inc,05068R108,0
8169,8266,10/22/1997,Dril-Quip Inc,262037104,0
8170,8267,10/22/1997,Innovative Valve Technologies,45767J106,0
8171,8268,10/22/1997,Intl Manufacturing Svcs Inc,45985A101,0
8172,8269,10/22/1997,White Cap Industries Inc,963505102,0
8173,8270,10/23/1997,Fresh Del Monte Produce Inc,G36738105,0
8174,8271,10/23/1997,ITC Deltacom,45031T104,0
8175,8272,10/23/1997,Paula Financial Co,703588103,0
8176,8273,10/24/1997,Mercantile Bank Corp,587376104,0
8177,8274,10/24/1997,OutSource International Inc,690131107,0
8178,8275,10/24/1997,Priority Healthcare Corp,74264T102,0
8179,8277,10/28/1997,Beringer Wine Estates Holdings,084102102,0
8180,8278,10/28/1997,Casella Waste Systems Inc,147448104,0
8181,8279,10/28/1997,MMC Networks Inc,55308N102,0
8182,8280,10/28/1997,Metromedia Fiber Network Inc,591689104,0
8183,8281,10/28/1997,Tropical Sportswear Intl Corp,89708P102,0
8184,8282,10/29/1997,Group 1 Automotive Inc,398905109,0
8185,8283,10/29/1997,Zymetx Inc,989859103,0
8186,8284,10/30/1997,AVTEAM Inc,054527205,0
8187,8285,10/30/1997,Capital Senior Living Corp,140475104,0
8188,8286,10/30/1997,Faroudja Inc,311643100,0
8189,8287,10/30/1997,Novamerican Steel Inc,066995910,0
8190,8288,10/30/1997,Novastar Financial Inc,669947400,0
8191,8289,10/30/1997,TransCoastal Marine Services,893537100,0
8192,8290,10/30/1997,UBICS Inc,90261L108,0
8193,8291,10/31/1997,Pericom Semiconductor Corp,713831105,0
8194,8292,11/03/1997,AMF Bowling Inc,03113V109,0
8195,8293,11/03/1997,Hotel Discovery Inc,441403201,0
8196,8294,11/04/1997,Bayard Drilling Technologies,072700107,0
8197,8295,11/04/1997,Celerity Systems Inc,15100R107,0
8198,8296,11/04/1997,Dental Care Alliance Inc,248725103,0
8199,8297,11/04/1997,Excel Switching Corp,30067V108,0
8200,8298,11/04/1997,T&W Financial Corp,87215N107,0
8201,8299,11/04/1997,Young Innovations Inc,987520103,0
8202,8300,11/05/1997,"Bay Bancshares, Laporte, TX",07203N109,0
8203,8301,11/05/1997,CTI Industries Corp,125961102,0
8204,8302,11/05/1997,Cadillac Fairview Corp,012692920,0
8205,8303,11/05/1997,DepoMed Inc,249908104,0
8206,8304,11/05/1997,International Aircraft,458860103,0
8207,8305,11/05/1997,LINC Group Inc,501942106,0
8208,8306,11/06/1997,American Skiing Co,029654308,0
8209,8307,11/06/1997,Group Maintenance America,39943E107,0
8210,8308,11/06/1997,Linea Aerea Nacional Chile SA,53566L108,0
8211,8309,11/06/1997,Precision Auto Care Inc,74018R105,0
8212,8310,11/06/1997,Somnus Medical Technologies,835397100,0
8213,8311,11/07/1997,Barbeques Galore Ltd,067091108,0
8214,8312,11/07/1997,Bright Horizons Holdings Inc,109190108,0
8215,8313,11/07/1997,Esat Telecom Group PLC,26883Y102,0
8216,8314,11/10/1997,ChoiceTel Communications Inc,17039H200,0
8217,8315,11/10/1997,Sonic Automotive Inc,83545G102,0
8218,8316,11/10/1997,Tekgraf Inc,879102101,0
8219,8317,11/11/1997,Novacare Employee Services Inc,66986Q101,0
8220,8318,11/11/1997,Prime Group Realty Trust,74158J103,0
8221,8319,11/12/1997,"CIT Group, Inc.",125577106,0
8222,8320,11/12/1997,Hybrid Networks Inc,44860K102,0
8223,8321,11/12/1997,Metro-Goldwyn-Mayer Inc,591610100,0
8224,8322,11/13/1997,Captec Net Lease Realty Inc,140724105,0
8225,8323,11/13/1997,Hypercom Corp,044913M10,0
8226,8324,11/13/1997,IRI International Corp,45004F107,0
8227,8325,11/13/1997,Magyar Tavkozlesi(MagyarCom),559776109,0
8228,8326,11/13/1997,Mettler-Toledo International,592688105,0
8229,8327,11/13/1997,Sforza Enterprises Inc,818793101,0
8230,8328,11/13/1997,SportsLine USA Inc,848934105,0
8231,8329,11/13/1997,US Timberlands Company LP,902977107,0
8232,8330,11/13/1997,Virgin Express Holdings PLC,92765K107,0
8233,8331,11/14/1997,C3 Inc,22942P109,0
8234,8332,11/14/1997,Friendly Ice Cream Corp,358497105,0
8235,8333,11/17/1997,Landmark Systems Corp,51506S100,0
8236,8334,11/17/1997,Telstra Corp Ltd(Australia),87969N105,0
8237,8335,11/18/1997,Entertainment Properties Trust,29380T105,0
8238,8336,11/18/1997,Franchise Mortgage Acceptance,35181D108,0
8239,8337,11/18/1997,International Home Foods Inc,459655106,0
8240,8338,11/18/1997,Noble International Ltd,655053106,0
8241,8339,11/18/1997,Software AG Systems Inc,834025108,0
8242,8340,11/19/1997,Flemington Pharmaceutical Corp,339280109,0
8243,8341,11/19/1997,InterVU Inc,46114R106,0
8244,8342,11/19/1997,Long Island Commercial Bank,54266P100,0
8245,8343,11/19/1997,Preview Travel Inc,74137R101,0
8246,8344,11/19/1997,Progenics Pharmaceuticals Inc,743187106,0
8247,8345,11/20/1997,American Physician Partners,028880102,0
8248,8346,11/20/1997,CrossZ Software Corp,227698107,0
8249,8347,11/20/1997,Dan River Inc,235774106,0
8250,8348,11/20/1997,Denali Inc,248221103,0
8251,8349,11/20/1997,Oyo Geospace(Oyo),671074102,0
8252,8350,11/20/1997,PRT Group Inc,693579104,0
8253,8351,11/20/1997,Rayovac Co(Thomas H Lee Co),755081106,0
8254,8352,11/21/1997,Affiliated Managers Group,008252108,0
8255,8353,11/21/1997,Amb Property Corp,00163T109,0
8256,8354,11/21/1997,Applied Films Corp,038197109,0
8257,8355,11/21/1997,Gene Logic Inc,368689105,0
8258,8356,11/21/1997,HealthWorld Corp,42222E103,0
8259,8357,11/21/1997,HomeUSA Inc,437881105,0
8260,8358,11/21/1997,RealNetworks Inc,75605L104,0
8261,8359,11/21/1997,Teligent Inc,87959Y103,0
8262,8360,11/24/1997,Benckiser NV,D0882P103,0
8263,8361,11/24/1997,Bioanalytical Systems,09058M103,0
8264,8362,11/24/1997,Electric Lightwave Inc,028489510,0
8265,8363,11/24/1997,Holt's Cigar Holding Inc,436598106,0
8266,8364,11/24/1997,Let's Talk Cellular & Wireless,527260103,0
8267,8365,11/24/1997,Motor Cargo Industries,619907108,0
8268,8366,11/24/1997,Paper Warehouse Inc,698941101,0
8269,8367,11/24/1997,Trammell Crow Co,89288R106,0
8270,8368,11/25/1997,Apex Silver Mines Ltd,G04074103,0
8271,8369,11/25/1997,Applied Micro Circuits Corp,03822W109,0
8272,8370,11/25/1997,Consolidation Capital Corp,210296109,0
8273,8371,11/25/1997,GameTech International Inc,36466D102,0
8274,8372,11/25/1997,Howmet International Inc,443208103,0
8275,8373,11/25/1997,Meadowcraft Inc,583204102,0
8276,8374,11/25/1997,Shopping.com,82509Q106,0
8277,8375,11/25/1997,Stirling Cooke Brown Holdings,G84951105,0
8278,8376,11/26/1997,Brass Eagle Inc,10553F106,0
8279,8377,11/26/1997,Medical Science Systems Inc,584981104,0
